,ts_code,close_x,close_y,RPS
1948,300603.SZ,27.61,31.0,82.1
1949,300604.SZ,36.1,23.02,16.7
1950,300605.SZ,18.57,13.25,27.0
1951,300606.SZ,21.0,26.48,87.9
1952,300607.SZ,37.88,59.18,94.7
1953,300608.SZ,26.29,16.78,16.7
1954,300609.SZ,40.02,36.07,61.2
1955,300610.SZ,14.25,11.28,42.5
1956,300611.SZ,9.93,8.18,48.0
1957,300612.SZ,24.6,13.06,6.9
1958,300613.SZ,106.3,145.6,91.0
1959,300615.SZ,19.83,17.07,55.3
1960,300616.SZ,84.4,63.9,36.3
1961,300617.SZ,25.25,29.06,83.9
1962,300618.SZ,77.8,47.23,13.5
1963,300619.SZ,25.43,21.9,55.3
1964,300620.SZ,44.3,34.7,40.5
1965,300621.SZ,10.58,10.97,76.5
1966,300622.SZ,19.57,16.56,53.8
1967,300623.SZ,33.99,33.56,71.9
1968,300624.SZ,56.92,74.08,89.1
1969,300625.SZ,16.01,15.47,69.9
1970,300626.SZ,8.87,8.49,68.6
1971,300627.SZ,19.4,22.93,85.3
1972,300628.SZ,94.7,86.28,62.5
1973,300629.SZ,19.01,21.49,82.7
1974,300630.SZ,73.49,65.9,61.2
1975,300631.SZ,17.17,16.24,67.5
1976,300632.SZ,18.0,18.48,75.7
1977,300633.SZ,29.3,25.55,56.7
1978,300634.SZ,27.04,17.65,18.0
1979,300635.SZ,17.58,20.48,84.4
1980,300636.SZ,20.26,40.65,98.1
1981,300637.SZ,31.6,9.9,0.7
1982,300638.SZ,57.0,70.87,87.2
1983,300639.SZ,17.53,29.11,96.1
1984,300640.SZ,11.55,7.19,14.6
1985,300641.SZ,5.77,4.57,42.5
1986,300642.SZ,41.8,43.88,77.4
1987,300643.SZ,9.78,14.2,92.8
1988,300644.SZ,29.72,32.18,79.6
1989,300645.SZ,37.35,14.21,1.6
1990,300647.SZ,16.23,12.97,44.4
1991,300648.SZ,20.04,15.28,36.3
1992,300649.SZ,25.24,17.83,27.0
1993,300650.SZ,15.4,14.5,66.3
1994,300651.SZ,63.75,25.81,2.0
1995,300652.SZ,21.7,18.64,55.3
1996,300653.SZ,56.0,71.0,88.2
1997,300654.SZ,19.77,12.83,18.0
1998,300655.SZ,16.63,35.1,98.5
1999,300656.SZ,23.9,21.1,58.2
2000,300657.SZ,43.9,27.83,15.6
2001,300658.SZ,15.49,26.58,96.6
2002,300659.SZ,29.95,82.0,99.5
2003,300660.SZ,22.91,14.2,14.6
2004,300661.SZ,89.9,303.0,99.8
2005,300662.SZ,38.16,33.18,56.7
2006,300663.SZ,34.61,20.95,13.5
2007,300664.SZ,11.05,12.85,84.4
2008,300665.SZ,11.3,9.88,56.7
2009,300666.SZ,43.97,51.9,85.3
2010,300667.SZ,32.6,26.16,44.4
2011,300668.SZ,20.9,15.12,28.5
2012,300669.SZ,20.73,39.44,97.6
2013,300670.SZ,18.13,7.39,2.2
2014,300671.SZ,20.5,24.99,86.7
2015,300672.SZ,47.26,43.22,62.5
2016,300673.SZ,51.98,25.65,4.9
2017,300674.SZ,32.48,36.67,82.7
2018,300675.SZ,26.53,13.1,4.9
2019,300676.SZ,72.44,82.02,82.7
2020,300677.SZ,18.4,46.5,99.3
2021,300678.SZ,24.93,21.09,53.8
2022,300679.SZ,34.18,34.45,73.7
2023,300680.SZ,18.72,25.21,90.6
2024,300681.SZ,37.47,32.17,55.3
2025,300682.SZ,21.58,29.08,90.6
2026,300683.SZ,32.11,54.21,96.4
2027,300684.SZ,37.75,26.56,25.4
2028,300685.SZ,53.69,68.57,88.5
2029,300686.SZ,18.03,21.7,85.9
2030,300687.SZ,27.09,17.43,16.7
2031,300688.SZ,41.85,23.8,9.7
2032,300689.SZ,34.61,36.96,79.0
2033,300690.SZ,25.55,24.91,69.9
2034,300691.SZ,30.3,15.84,6.2
2035,300692.SZ,13.91,11.18,44.4
2036,300693.SZ,17.73,14.78,50.0
2037,300694.SZ,22.86,11.83,6.2
2038,300695.SZ,63.21,56.0,59.7
2039,300696.SZ,24.15,38.52,95.4
2040,300697.SZ,12.12,13.6,82.1
2041,300698.SZ,16.77,23.7,91.8
2042,300699.SZ,55.76,50.08,61.2
2043,300700.SZ,23.02,15.42,20.9
2044,300701.SZ,37.43,29.42,42.5
2045,300702.SZ,32.75,82.8,99.3
2046,300703.SZ,15.8,10.84,23.7
2047,300705.SZ,14.05,11.69,50.0
2048,300706.SZ,27.78,33.27,85.9
2049,300707.SZ,17.0,13.8,46.1
2050,300708.SZ,12.4,12.84,76.5
2051,300709.SZ,40.41,93.0,98.9
2052,300710.SZ,29.92,24.15,46.1
2053,300711.SZ,19.19,15.35,44.4
2054,300712.SZ,16.66,10.81,18.0
2055,300713.SZ,22.65,12.88,9.7
2056,300715.SZ,25.05,32.93,89.6
2057,300716.SZ,11.68,9.2,42.5
2058,300717.SZ,18.71,14.21,36.3
2059,300718.SZ,16.57,18.87,83.4
2060,300719.SZ,11.7,9.93,53.8
2061,300720.SZ,27.64,13.54,4.9
2062,300721.SZ,22.49,18.94,52.0
2063,300722.SZ,35.81,18.1,5.6
2064,300723.SZ,35.2,41.5,85.3
2065,300724.SZ,32.85,52.15,95.2
2066,300725.SZ,92.39,74.15,44.4
2067,300726.SZ,20.09,25.11,87.5
2068,300727.SZ,20.17,13.02,18.0
2069,300729.SZ,24.92,21.89,58.2
2070,300730.SZ,19.33,14.06,30.2
2071,300731.SZ,28.02,31.14,81.5
2072,300732.SZ,40.89,16.42,2.0
2073,300733.SZ,14.54,9.89,22.2
2074,300735.SZ,24.26,27.39,82.7
2075,300736.SZ,20.48,9.34,3.8
2076,300737.SZ,10.39,16.87,95.6
2077,300738.SZ,51.0,65.52,88.5
2078,300739.SZ,23.2,17.05,30.2
2079,300740.SZ,17.43,7.39,2.4
2080,300741.SZ,40.78,30.41,34.3
2081,300742.SZ,42.12,23.95,9.7
2082,300743.SZ,37.61,16.69,3.0
2083,300745.SZ,34.97,18.66,6.9
2084,300746.SZ,20.82,11.2,7.5
2085,300747.SZ,167.2,81.05,4.4
2086,300748.SZ,24.36,31.94,89.6
2087,300749.SZ,36.76,11.31,0.7
2088,300750.SZ,83.2,121.0,92.8
2089,300751.SZ,163.0,149.21,63.9
2090,300752.SZ,64.31,23.18,1.2
2091,300753.SZ,39.4,39.68,73.7
2092,300755.SZ,34.11,20.48,12.4
2093,300756.SZ,92.1,28.98,0.7
2094,300757.SZ,61.23,41.78,22.2
2095,300758.SZ,47.12,27.32,10.7
2096,300759.SZ,38.3,58.83,94.3
2097,300760.SZ,130.84,256.88,97.9
2098,300761.SZ,68.27,51.05,34.3
2099,300762.SZ,60.81,47.85,42.5
2100,300763.SZ,70.28,71.94,74.8
2101,300765.SZ,51.59,57.7,82.1
2102,300766.SZ,25.07,26.6,78.3
2103,600000.SH,11.03,10.15,63.9
2104,600004.SH,14.41,13.0,61.2
2105,600006.SH,4.57,4.01,58.2
2106,600007.SH,14.31,12.67,59.7
2107,600008.SH,4.03,3.09,38.5
2108,600009.SH,59.62,63.4,78.3
2109,600010.SH,1.76,1.14,18.0
2110,600011.SH,6.53,4.33,19.5
2111,600012.SH,6.64,5.1,38.5
2112,600015.SH,8.09,6.47,44.4
2113,600016.SH,6.2,5.71,63.9
2114,600017.SH,3.67,2.45,20.9
2115,600018.SH,6.95,4.36,15.6
2116,600019.SH,7.08,4.79,22.2
2117,600020.SH,6.67,3.77,9.7
2118,600021.SH,8.73,7.22,50.0
2119,600022.SH,1.88,1.29,23.7
2120,600023.SH,4.8,3.37,25.4
2121,600025.SH,4.01,3.6,61.2
2122,600026.SH,6.2,7.15,83.9
2123,600027.SH,4.29,3.4,42.5
2124,600028.SH,5.64,4.46,42.5
2125,600029.SH,8.07,5.15,16.7
2126,600030.SH,22.83,22.13,69.9
2127,600031.SH,12.06,17.88,93.3
2128,600033.SH,3.31,2.73,48.0
2129,600035.SH,3.64,3.1,53.8
2130,600036.SH,32.52,32.15,71.9
2131,600037.SH,11.49,8.68,36.3
2132,600038.SH,45.48,41.49,62.5
2133,600039.SH,3.81,3.91,75.7
2134,600048.SH,13.38,15.03,82.1
2135,600050.SH,6.63,5.26,42.5
2136,600051.SH,6.72,6.32,66.3
2137,600052.SH,3.62,4.08,82.7
2138,600053.SH,25.48,25.88,74.8
2139,600054.SH,11.6,8.2,27.0
2140,600055.SH,12.95,13.75,78.3
2141,600056.SH,15.11,14.99,71.9
2142,600057.SH,4.86,4.83,71.9
2143,600058.SH,8.05,6.97,56.7
2144,600059.SH,7.84,7.33,65.1
2145,600060.SH,10.29,9.55,65.1
2146,600061.SH,13.21,12.15,63.9
2147,600062.SH,13.28,12.44,66.3
2148,600063.SH,3.34,3.64,80.3
2149,600064.SH,11.2,8.29,32.2
2150,600066.SH,13.25,13.25,72.8
2151,600067.SH,4.81,3.57,32.2
2152,600068.SH,7.05,6.3,59.7
2153,600069.SH,3.5,1.97,8.9
2154,600070.SH,8.88,9.27,76.5
2155,600071.SH,12.03,8.81,30.2
2156,600072.SH,13.61,11.05,46.1
2157,600073.SH,8.43,8.6,74.8
2158,600075.SH,5.98,4.88,48.0
2159,600076.SH,4.98,3.82,38.5
2160,600077.SH,3.37,2.82,52.0
2161,600078.SH,4.04,5.74,92.1
2162,600079.SH,11.14,14.96,90.5
2163,600080.SH,8.34,5.96,27.0
2164,600081.SH,9.21,10.59,83.9
2165,600082.SH,5.1,3.43,20.9
2166,600083.SH,19.11,8.35,3.0
2167,600084.SH,3.17,2.37,34.3
2168,600085.SH,29.15,24.78,53.8
2169,600086.SH,5.41,2.24,2.2
2170,600088.SH,18.75,13.11,25.4
2171,600089.SH,8.01,7.17,61.2
2172,600090.SH,5.99,3.99,20.9
2173,600091.SH,4.16,3.43,48.0
2174,600093.SH,13.9,11.93,55.3
2175,600094.SH,6.8,7.39,80.3
2176,600095.SH,4.84,10.03,98.4
2177,600096.SH,6.94,5.41,40.5
2178,600097.SH,12.86,9.94,38.5
2179,600098.SH,6.27,5.87,66.3
2180,600099.SH,6.95,6.11,58.2
2181,600100.SH,12.38,8.04,18.0
2182,600101.SH,8.65,5.93,23.7
2183,600103.SH,3.2,1.98,14.6
2184,600104.SH,25.36,19.33,36.3
2185,600105.SH,5.3,4.52,53.8
2186,600106.SH,3.82,2.74,28.5
2187,600107.SH,7.76,9.16,85.3
2188,600108.SH,3.88,3.55,62.5
2189,600109.SH,9.86,9.06,63.9
2190,600110.SH,4.71,4.51,68.6
2191,600111.SH,10.78,9.04,52.0
2192,600112.SH,4.71,1.58,0.9
2193,600113.SH,7.98,6.23,40.5
2194,600114.SH,7.89,9.25,84.9
2195,600115.SH,6.31,4.13,18.0
2196,600116.SH,9.52,8.22,55.3
2197,600117.SH,3.96,3.08,40.5
2198,600118.SH,24.36,29.81,86.7
2199,600119.SH,6.55,5.53,52.0
2200,600120.SH,17.72,8.52,4.4
2201,600121.SH,3.5,2.01,9.7
2202,600122.SH,4.43,1.67,1.6
2203,600123.SH,7.72,5.21,20.9
2204,600125.SH,8.63,4.74,8.2
2205,600126.SH,5.03,6.71,90.2
2206,600127.SH,3.58,9.87,99.6
2207,600128.SH,8.84,6.5,32.2
2208,600129.SH,10.9,11.1,74.8
2209,600130.SH,4.32,3.7,55.3
2210,600131.SH,18.3,18.0,71.0
2211,600132.SH,34.94,47.12,90.6
2212,600133.SH,7.06,5.93,52.0
2213,600135.SH,8.28,7.28,58.2
2214,600136.SH,12.45,8.64,23.7
2215,600137.SH,17.72,13.92,42.5
2216,600138.SH,16.28,9.86,13.5
2217,600139.SH,4.52,2.77,13.5
2218,600141.SH,10.7,9.84,63.9
2219,600143.SH,5.38,7.96,93.3
2220,600146.SH,12.41,10.35,50.0
2221,600148.SH,17.87,11.16,14.6
2222,600149.SH,6.77,5.06,34.3
2223,600151.SH,6.03,4.35,28.5
2224,600152.SH,7.04,6.11,56.7
2225,600153.SH,8.38,7.6,62.5
2226,600155.SH,11.51,12.15,78.3
2227,600156.SH,8.04,4.56,9.7
2228,600157.SH,2.15,1.31,13.5
2229,600158.SH,11.91,8.47,27.0
2230,600159.SH,3.02,2.5,50.0
2231,600160.SH,8.36,6.89,48.0
2232,600161.SH,24.28,35.7,93.2
2233,600162.SH,2.72,2.04,34.3
2234,600165.SH,5.02,4.12,48.0
2235,600166.SH,2.28,1.86,48.0
2236,600167.SH,12.74,13.78,79.6
2237,600168.SH,6.78,7.4,80.3
2238,600169.SH,2.93,2.03,23.7
2239,600170.SH,3.65,3.17,56.7
2240,600171.SH,14.86,16.92,83.4
2241,600172.SH,4.14,2.83,22.2
2242,600173.SH,4.92,4.55,63.9
2243,600175.SH,2.54,1.3,5.6
2244,600176.SH,10.48,7.94,36.3
2245,600177.SH,8.96,6.4,27.0
2246,600178.SH,5.62,4.29,36.3
2247,600179.SH,7.33,4.29,11.5
2248,600180.SH,10.29,5.92,10.7
2249,600182.SH,17.14,12.86,34.3
2250,600183.SH,13.1,26.46,98.2
2251,600184.SH,11.69,9.23,42.5
2252,600185.SH,5.2,4.24,48.0
2253,600186.SH,2.06,3.18,94.3
2254,600187.SH,3.28,2.3,25.4
2255,600188.SH,10.16,8.55,52.0
2256,600189.SH,4.66,3.3,27.0
2257,600190.SH,4.35,2.87,19.5
2258,600191.SH,5.49,7.89,92.5
2259,600192.SH,6.94,4.68,20.9
2260,600193.SH,3.89,3.53,62.5
2261,600195.SH,12.91,12.68,71.0
2262,600196.SH,28.61,32.96,83.9
2263,600197.SH,19.5,13.18,22.2
2264,600198.SH,11.34,9.03,44.4
2265,600199.SH,7.65,5.02,19.5
2266,600200.SH,7.21,6.84,67.5
2267,600201.SH,17.19,20.48,85.6
2268,600202.SH,5.67,4.27,34.3
2269,600203.SH,6.9,9.09,89.9
2270,600206.SH,9.23,12.44,90.6
2271,600207.SH,5.11,4.13,46.1
2272,600208.SH,3.75,3.02,46.1
2273,600209.SH,4.52,4.03,59.7
2274,600210.SH,4.52,4.17,63.9
2275,600211.SH,40.17,37.95,66.3
2276,600212.SH,5.44,3.07,8.9
2277,600213.SH,7.5,7.29,69.9
2278,600215.SH,8.9,7.28,48.0
2279,600216.SH,10.5,16.81,95.4
2280,600217.SH,6.06,5.13,53.8
2281,600218.SH,11.61,8.4,28.5
2282,600219.SH,2.59,2.07,44.4
2283,600220.SH,3.16,2.23,27.0
2284,600221.SH,2.11,1.57,32.2
2285,600222.SH,5.47,5.42,71.9
2286,600223.SH,3.83,6.78,97.0
2287,600225.SH,4.03,2.19,7.5
2288,600226.SH,4.18,2.33,8.9
2289,600227.SH,3.9,3.01,38.5
2290,600228.SH,7.98,9.12,83.4
2291,600229.SH,8.12,6.83,52.0
2292,600230.SH,20.75,8.19,1.8
2293,600231.SH,3.37,2.23,19.5
2294,600232.SH,8.32,6.18,32.2
2295,600233.SH,13.21,11.2,53.8
2296,600234.SH,8.07,9.39,84.4
2297,600235.SH,7.12,4.89,23.7
2298,600236.SH,5.74,4.56,42.5
2299,600237.SH,4.38,4.31,71.0
2300,600238.SH,9.14,4.62,5.6
2301,600239.SH,3.91,2.83,28.5
2302,600241.SH,6.86,3.62,6.9
2303,600242.SH,12.25,7.54,14.6
2304,600243.SH,5.01,2.98,11.5
2305,600246.SH,4.32,7.16,96.1
2306,600247.SH,5.78,2.66,3.8
2307,600248.SH,4.54,3.88,53.8
2308,600249.SH,5.28,3.93,32.2
2309,600250.SH,9.16,7.98,56.7
2310,600251.SH,6.1,6.45,78.3
2311,600252.SH,3.22,3.26,73.7
2312,600255.SH,2.39,1.1,3.8
2313,600256.SH,4.27,2.62,13.5
2314,600257.SH,5.27,4.0,36.3
2315,600258.SH,21.73,13.43,14.6
2316,600259.SH,33.6,27.82,50.0
2317,600260.SH,21.78,13.11,12.4
2318,600261.SH,3.8,3.59,66.3
2319,600262.SH,21.73,15.37,27.0
2320,600265.SH,27.5,21.42,40.5
2321,600266.SH,10.17,6.78,20.9
2322,600267.SH,10.99,14.4,89.6
2323,600268.SH,7.58,6.02,42.5
2324,600269.SH,4.45,3.47,40.5
2325,600271.SH,26.99,19.02,25.4
2326,600272.SH,9.0,6.82,36.3
2327,600273.SH,12.97,8.91,23.7
2328,600275.SH,2.91,2.04,25.4
2329,600276.SH,64.65,93.73,92.8
2330,600277.SH,7.13,3.58,5.2
2331,600278.SH,18.77,9.04,4.4
2332,600279.SH,6.13,3.69,12.4
2333,600280.SH,4.36,2.01,3.8
2334,600281.SH,4.21,3.8,61.2
2335,600282.SH,3.91,3.12,44.4
2336,600283.SH,13.81,9.92,28.5
2337,600284.SH,7.55,6.58,56.7
2338,600285.SH,8.57,8.44,71.0
2339,600287.SH,6.41,5.44,53.8
2340,600288.SH,10.05,11.07,80.9
2341,600289.SH,2.94,4.21,92.3
2342,600290.SH,6.59,1.58,0.2
2343,600291.SH,13.42,7.08,6.9
2344,600292.SH,6.3,4.98,42.5
2345,600293.SH,4.85,2.7,8.9
2346,600295.SH,8.97,7.42,50.0
2347,600297.SH,5.08,3.93,38.5
2348,600298.SH,26.61,34.78,89.6
2349,600299.SH,12.35,11.39,63.9
2350,600300.SH,3.34,3.35,72.8
2351,600301.SH,6.73,6.06,61.2
2352,600302.SH,5.9,4.16,27.0
2353,600303.SH,4.41,3.25,32.2
2354,600305.SH,13.17,19.43,93.3
2355,600306.SH,7.38,4.36,11.5
2356,600307.SH,2.29,1.72,34.3
2357,600308.SH,5.51,4.21,36.3
2358,600309.SH,43.7,42.92,71.0
2359,600310.SH,5.12,3.72,30.2
2360,600311.SH,3.7,2.59,25.4
2361,600312.SH,8.22,8.19,72.8
2362,600313.SH,2.81,4.37,94.7
2363,600315.SH,30.9,24.62,44.4
2364,600316.SH,15.31,12.55,48.0
2365,600317.SH,3.08,2.15,25.4
2366,600318.SH,8.54,8.83,75.7
2367,600319.SH,5.64,5.28,66.3
2368,600320.SH,4.07,3.28,46.1
2369,600321.SH,2.74,2.09,36.3
2370,600322.SH,3.54,2.52,27.0
2371,600323.SH,17.03,19.76,84.4
2372,600325.SH,8.98,6.49,28.5
2373,600326.SH,8.58,6.56,36.3
2374,600327.SH,5.02,4.14,48.0
2375,600328.SH,8.58,8.15,67.5
2376,600329.SH,15.46,12.57,46.1
2377,600330.SH,8.43,7.85,65.1
2378,600331.SH,3.65,2.22,13.5
2379,600332.SH,37.69,30.92,48.0
2380,600333.SH,5.72,3.91,22.2
2381,600335.SH,7.34,5.39,30.2
2382,600336.SH,4.45,4.85,80.3
2383,600337.SH,5.32,4.47,52.0
2384,600338.SH,23.26,8.08,1.1
2385,600339.SH,4.63,2.79,12.4
2386,600340.SH,29.32,21.35,30.2
2387,600345.SH,38.0,21.04,8.2
2388,600346.SH,18.55,12.77,23.7
2389,600348.SH,5.87,4.61,42.5
2390,600350.SH,4.9,4.17,53.8
2391,600351.SH,7.94,5.02,15.6
2392,600352.SH,16.2,11.75,30.2
2393,600353.SH,5.54,5.19,66.3
2394,600354.SH,4.55,3.49,38.5
2395,600355.SH,4.43,3.13,27.0
2396,600356.SH,10.0,6.61,19.5
2397,600358.SH,5.36,3.18,11.5
2398,600359.SH,5.4,7.02,89.1
2399,600360.SH,7.04,7.96,82.7
2400,600361.SH,4.51,4.37,69.9
2401,600362.SH,15.12,12.66,52.0
2402,600363.SH,10.2,13.06,88.5
2403,600365.SH,4.52,3.62,44.4
2404,600366.SH,6.49,6.1,66.3
2405,600367.SH,8.66,7.12,48.0
2406,600368.SH,3.85,3.68,68.6
2407,600369.SH,5.14,4.5,58.2
2408,600370.SH,3.75,3.3,58.2
2409,600371.SH,7.95,13.09,95.9
2410,600372.SH,15.98,13.06,48.0
2411,600373.SH,14.82,12.14,48.0
2412,600375.SH,5.82,4.43,36.3
2413,600376.SH,8.88,6.62,34.3
2414,600377.SH,9.81,9.65,71.0
2415,600378.SH,11.55,17.97,94.7
2416,600379.SH,8.0,5.21,18.0
2417,600380.SH,8.6,11.27,89.6
2418,600381.SH,7.91,4.6,10.7
2419,600382.SH,9.56,6.16,16.7
2420,600383.SH,12.78,14.04,80.9
2421,600385.SH,9.82,7.28,32.2
2422,600386.SH,4.87,3.72,36.3
2423,600387.SH,9.16,7.58,50.0
2424,600388.SH,12.43,9.02,30.2
2425,600389.SH,17.85,18.75,77.4
2426,600390.SH,9.45,7.17,36.3
2427,600391.SH,16.24,16.8,75.7
2428,600392.SH,11.38,7.1,14.6
2429,600393.SH,2.7,2.59,68.6
2430,600395.SH,5.47,5.4,71.9
2431,600396.SH,2.16,2.09,69.9
2432,600397.SH,2.84,2.17,36.3
2433,600398.SH,9.51,6.3,19.5
2434,600399.SH,4.31,3.88,61.2
2435,600400.SH,4.18,3.61,55.3
2436,600403.SH,4.38,4.03,63.9
2437,600405.SH,5.43,5.12,66.3
2438,600406.SH,20.7,19.31,65.1
2439,600408.SH,3.57,2.32,18.0
2440,600409.SH,6.74,4.98,32.2
2441,600410.SH,8.81,13.28,93.8
2442,600415.SH,4.61,3.32,28.5
2443,600416.SH,6.99,9.09,89.1
2444,600418.SH,4.95,4.88,71.9
2445,600419.SH,16.11,12.42,38.5
2446,600420.SH,9.84,9.35,67.5
2447,600421.SH,13.95,10.65,36.3
2448,600422.SH,11.25,9.78,56.7
2449,600423.SH,4.02,2.95,30.2
2450,600425.SH,4.74,3.61,36.3
2451,600426.SH,15.03,16.31,80.3
2452,600428.SH,4.25,3.14,32.2
2453,600429.SH,5.75,5.46,67.5
2454,600433.SH,4.48,3.06,22.2
2455,600435.SH,9.88,7.31,32.2
2456,600436.SH,112.97,126.99,82.1
2457,600438.SH,11.5,12.23,78.3
2458,600439.SH,3.61,2.69,34.3
2459,600444.SH,11.23,9.46,52.0
2460,600446.SH,21.57,16.95,42.5
2461,600448.SH,7.48,5.36,28.5
2462,600449.SH,9.35,13.32,92.1
2463,600452.SH,22.81,16.81,32.2
2464,600455.SH,27.89,24.02,55.3
2465,600456.SH,22.95,23.0,72.8
2466,600458.SH,8.65,6.81,42.5
2467,600459.SH,15.62,13.65,56.7
2468,600460.SH,16.7,14.91,59.7
2469,600461.SH,6.08,6.79,82.1
2470,600462.SH,2.36,1.58,20.9
2471,600463.SH,9.31,6.03,18.0
2472,600466.SH,7.05,6.02,53.8
2473,600467.SH,2.81,2.73,69.9
2474,600468.SH,5.86,4.45,36.3
2475,600469.SH,4.61,4.9,78.3
2476,600470.SH,4.56,3.24,27.0
2477,600475.SH,10.17,11.37,82.1
2478,600476.SH,15.65,12.49,44.4
2479,600477.SH,4.6,3.84,50.0
2480,600478.SH,5.59,3.96,27.0
2481,600479.SH,10.05,8.66,55.3
2482,600480.SH,11.86,8.83,32.2
2483,600481.SH,4.4,2.93,20.9
2484,600482.SH,25.05,16.41,19.5
2485,600483.SH,9.54,8.11,53.8
2486,600486.SH,55.1,69.93,88.2
2487,600487.SH,20.75,16.42,42.5
2488,600488.SH,4.59,4.33,66.3
2489,600489.SH,8.61,7.88,63.9
2490,600490.SH,5.68,3.57,15.6
2491,600491.SH,8.05,7.76,68.6
2492,600493.SH,7.88,5.25,20.9
2493,600495.SH,5.23,4.53,56.7
2494,600496.SH,3.42,3.78,81.5
2495,600497.SH,4.95,3.56,28.5
2496,600498.SH,31.17,32.77,77.4
2497,600499.SH,5.16,4.2,46.1
2498,600500.SH,7.71,5.11,19.5
2499,600501.SH,9.07,8.18,61.2
2500,600502.SH,4.9,3.98,46.1
2501,600503.SH,4.33,3.08,27.0
2502,600505.SH,7.85,9.01,83.9
2503,600506.SH,12.16,9.57,42.5
2504,600507.SH,14.12,8.04,9.7
2505,600508.SH,10.41,7.96,36.3
2506,600509.SH,5.33,3.02,9.7
2507,600510.SH,6.54,7.66,84.9
2508,600511.SH,26.06,30.08,83.9
2509,600512.SH,2.68,3.22,85.9
2510,600513.SH,7.51,11.59,94.3
2511,600515.SH,5.75,5.28,63.9
2512,600516.SH,21.97,9.2,2.4
2513,600518.SH,10.36,3.06,0.5
2514,600519.SH,806.8,1139.79,91.8
2515,600520.SH,15.12,8.6,9.7
2516,600521.SH,15.03,25.95,96.7
2517,600522.SH,9.79,9.9,73.7
2518,600523.SH,11.12,13.17,85.3
2519,600525.SH,6.47,5.14,42.5
2520,600526.SH,5.0,5.98,85.9
2521,600527.SH,2.54,2.41,67.5
2522,600528.SH,11.63,9.32,44.4
2523,600529.SH,25.39,32.12,88.2
2524,600530.SH,5.99,3.28,8.2
2525,600531.SH,4.85,3.94,46.1
2526,600532.SH,5.17,3.5,22.2
2527,600533.SH,3.67,3.13,53.8
2528,600535.SH,21.89,13.92,16.7
2529,600536.SH,54.5,71.9,89.9
2530,600537.SH,3.86,3.0,40.5
2531,600538.SH,5.53,8.05,93.0
2532,600539.SH,7.41,6.36,55.3
2533,600540.SH,4.88,4.55,65.1
2534,600543.SH,8.02,5.35,20.9
2535,600545.SH,8.15,5.42,20.9
2536,600546.SH,3.87,9.07,99.1
2537,600547.SH,31.63,34.32,80.3
2538,600548.SH,10.51,8.88,52.0
2539,600549.SH,14.63,11.21,38.5
2540,600550.SH,4.87,5.9,86.3
2541,600551.SH,9.98,7.4,32.2
2542,600552.SH,5.4,5.19,68.6
2543,600555.SH,3.04,2.24,32.2
2544,600556.SH,7.93,13.23,96.2
2545,600557.SH,13.0,13.19,73.7
2546,600558.SH,4.57,3.02,19.5
2547,600559.SH,17.98,8.5,4.1
2548,600560.SH,9.99,9.23,63.9
2549,600561.SH,6.66,4.91,32.2
2550,600562.SH,17.02,13.57,44.4
2551,600563.SH,45.0,45.66,73.7
2552,600565.SH,3.88,2.78,28.5
2553,600566.SH,33.4,21.87,18.0
2554,600567.SH,3.87,3.04,42.5
2555,600568.SH,2.63,1.46,8.9
2556,600569.SH,3.52,2.12,12.4
2557,600570.SH,81.2,88.2,80.3
2558,600571.SH,10.09,8.92,58.2
2559,600572.SH,10.15,5.55,8.2
2560,600573.SH,8.5,6.23,30.2
2561,600575.SH,2.74,2.23,46.1
2562,600576.SH,4.83,3.9,46.1
2563,600577.SH,3.5,2.73,40.5
2564,600578.SH,3.28,2.7,48.0
2565,600579.SH,10.8,6.7,14.6
2566,600580.SH,9.23,10.71,84.4
2567,600581.SH,4.82,3.07,16.7
2568,600582.SH,4.01,2.93,30.2
2569,600583.SH,6.34,5.24,50.0
2570,600584.SH,13.68,21.19,94.5
2571,600585.SH,37.35,54.62,93.0
2572,600586.SH,3.51,2.7,38.5
2573,600587.SH,14.93,17.35,84.4
2574,600588.SH,32.9,42.96,89.6
2575,600589.SH,5.58,6.38,83.4
2576,600590.SH,7.07,5.39,36.3
2577,600592.SH,9.17,14.75,95.5
2578,600593.SH,38.62,41.73,79.6
2579,600594.SH,6.73,4.93,30.2
2580,600595.SH,2.49,1.81,30.2
2581,600596.SH,13.45,8.48,15.6
2582,600597.SH,9.8,11.19,83.4
2583,600598.SH,9.52,15.58,95.8
2584,600599.SH,13.2,6.86,6.2
2585,600600.SH,41.13,45.37,80.9
2586,600601.SH,3.77,3.21,53.8
2587,600602.SH,9.43,7.09,34.3
2588,600603.SH,5.12,5.59,80.3
2589,600604.SH,13.93,7.37,6.9
2590,600605.SH,11.15,10.08,61.2
2591,600606.SH,7.22,5.48,36.3
2592,600608.SH,4.85,4.57,66.3
2593,600609.SH,3.95,3.98,73.7
2594,600611.SH,4.81,3.65,36.3
2595,600612.SH,43.59,38.78,59.7
2596,600613.SH,8.02,6.83,53.8
2597,600614.SH,5.9,1.24,0.1
2598,600615.SH,13.22,8.35,15.6
2599,600616.SH,6.03,4.54,34.3
2600,600617.SH,5.4,3.67,22.2
2601,600618.SH,8.55,7.28,53.8
2602,600619.SH,9.4,8.29,58.2
2603,600620.SH,7.72,5.77,34.3
2604,600621.SH,14.35,17.65,86.9
2605,600622.SH,7.98,3.59,3.4
