,index_code,industry_name,industry_base_rank,industry_base_rps,industry_front_rank,industry_front_rps,industry_year_rank,industry_year_rps,industry_week_rank,industry_week_rps,industry_3_rank,industry_3_rps,industry_6_rank,industry_6_rps,industry_7_rank,industry_7_rps,code,cumulative_rank,new_quarter_eps,eps,rps,smr,eps_stability,decline_range,volume_ratio,period_date,ann_date
1298,852031.SI,百货,39.2,89.0,74.89,170.0,35.2,80.0,84.14,191.0,39.2,89.0,67.4,153.0,40.5,92.0,600857.SH,31.3,12.5,3.2,67.8,51.7,84.0,-12.9,1.02,2019-12-31,2020-03-31
1299,852031.SI,百货,39.2,89.0,74.89,170.0,35.2,80.0,84.14,191.0,39.2,89.0,67.4,153.0,40.5,92.0,600865.SH,78.2,77.42,83.8,58.1,71.3,54.3,-18.2,0.57,2019-12-31,2020-04-18
1300,852031.SI,百货,39.2,89.0,74.89,170.0,35.2,80.0,84.14,191.0,39.2,89.0,67.4,153.0,40.5,92.0,601010.SH,44.4,38.46,49.6,52.6,45.1,18.4,-23.8,1.21,2019-12-31,2020-04-15
1301,852031.SI,百货,39.2,89.0,74.89,170.0,35.2,80.0,84.14,191.0,39.2,89.0,67.4,153.0,40.5,92.0,601086.SH,22.2,-15.0,30.5,44.6,25.9,14.7,-28.8,0.54,2019-12-31,2020-04-18
1302,852032.SI,超市,70.5,160.0,60.79,138.0,96.0,218.0,89.87,204.0,88.1,200.0,92.1,209.0,88.5,201.0,002697.SZ,98.8,58.33,83.6,96.0,74.7,39.1,-5.9,1.02,2019-12-31,2020-03-28
1303,852032.SI,超市,70.5,160.0,60.79,138.0,96.0,218.0,89.87,204.0,88.1,200.0,92.1,209.0,88.5,201.0,601116.SH,65.3,20.83,40.4,75.3,38.0,20.1,-27.2,1.21,2019-12-31,2020-04-17
1304,852032.SI,超市,70.5,160.0,60.79,138.0,96.0,218.0,89.87,204.0,88.1,200.0,92.1,209.0,88.5,201.0,603708.SH,88.6,26.09,50.3,88.2,66.8,20.9,-2.3,1.23,2020-03-31,2020-04-22
1305,852033.SI,多业态零售,14.1,32.0,57.71,131.0,27.8,63.0,35.68,81.0,34.4,78.0,53.7,122.0,15.0,34.0,000419.SZ,41.9,23.33,60.0,42.7,43.1,8.1,-27.5,0.87,2019-12-31,2020-04-18
1306,852033.SI,多业态零售,14.1,32.0,57.71,131.0,27.8,63.0,35.68,81.0,34.4,78.0,53.7,122.0,15.0,34.0,600694.SH,26.6,-9.52,46.1,38.7,30.2,3.5,-31.8,0.63,2019-12-31,2020-04-21
1307,852033.SI,多业态零售,14.1,32.0,57.71,131.0,27.8,63.0,35.68,81.0,34.4,78.0,53.7,122.0,15.0,34.0,600785.SH,57.8,32.79,79.0,52.6,31.3,50.3,-21.5,0.63,2019-12-31,2020-03-20
1308,852033.SI,多业态零售,14.1,32.0,57.71,131.0,27.8,63.0,35.68,81.0,34.4,78.0,53.7,122.0,15.0,34.0,600858.SH,47.3,14.16,79.1,42.7,24.6,45.4,-27.8,0.39,2019-12-31,2020-04-10
1309,852041.SI,专业连锁,92.5,210.0,48.02,109.0,48.9,111.0,61.67,140.0,81.1,184.0,83.3,189.0,47.6,108.0,002024.SZ,46.0,-25.69,97.3,17.5,1.5,91.2,-41.3,1.04,2019-12-31,2020-04-18
1310,852041.SI,专业连锁,92.5,210.0,48.02,109.0,48.9,111.0,61.67,140.0,81.1,184.0,83.3,189.0,47.6,108.0,002127.SZ,97.6,36.11,83.3,89.7,67.5,42.2,-1.4,0.53,2019-12-31,2020-04-16
1311,852041.SI,专业连锁,92.5,210.0,48.02,109.0,48.9,111.0,61.67,140.0,81.1,184.0,83.3,189.0,47.6,108.0,002416.SZ,93.0,470.72,94.9,80.3,49.9,67.5,-23.1,0.85,2019-12-31,2020-04-21
1312,852041.SI,专业连锁,92.5,210.0,48.02,109.0,48.9,111.0,61.67,140.0,81.1,184.0,83.3,189.0,47.6,108.0,300622.SZ,52.8,-24.64,28.9,59.6,71.9,17.5,-37.5,0.69,2019-12-31,2020-04-15
1313,852041.SI,专业连锁,92.5,210.0,48.02,109.0,48.9,111.0,61.67,140.0,81.1,184.0,83.3,189.0,47.6,108.0,600655.SH,58.8,-3.61,54.0,42.7,64.0,66.3,-27.4,1.85,2019-12-31,2020-03-24
1314,852041.SI,专业连锁,92.5,210.0,48.02,109.0,48.9,111.0,61.67,140.0,81.1,184.0,83.3,189.0,47.6,108.0,603214.SH,56.7,-53.85,56.0,62.3,11.8,16.1,-25.9,1.77,2020-03-31,2020-04-23
1315,852052.SI,专业市场,73.6,167.0,92.07,209.0,47.6,108.0,92.51,210.0,63.0,143.0,78.4,178.0,37.9,86.0,002344.SZ,14.9,-37.5,16.7,32.8,25.1,28.1,-33.0,1.83,2020-03-31,2020-04-18
1316,852052.SI,专业市场,73.6,167.0,92.07,209.0,47.6,108.0,92.51,210.0,63.0,143.0,78.4,178.0,37.9,86.0,002818.SZ,20.6,9.18,46.8,4.5,75.3,1.7,-57.0,0.98,2019-12-31,2020-03-31
1317,852052.SI,专业市场,73.6,167.0,92.07,209.0,47.6,108.0,92.51,210.0,63.0,143.0,78.4,178.0,37.9,86.0,600113.SH,38.2,6.06,37.9,34.5,67.0,28.3,-30.7,1.53,2019-12-31,2020-04-18
1318,852052.SI,专业市场,73.6,167.0,92.07,209.0,47.6,108.0,92.51,210.0,63.0,143.0,78.4,178.0,37.9,86.0,601828.SH,44.9,5.0,48.0,40.7,62.1,9.8,-33.8,0.85,2019-12-31,2020-04-18
1319,852112.SI,自然景点,23.3,53.0,54.19,123.0,33.5,76.0,60.35,137.0,54.2,123.0,73.1,166.0,25.1,57.0,000888.SZ,39.0,8.08,40.5,54.5,51.6,0.9,-22.1,1.31,2019-12-31,2020-04-23
1320,852112.SI,自然景点,23.3,53.0,54.19,123.0,33.5,76.0,60.35,137.0,54.2,123.0,73.1,166.0,25.1,57.0,000978.SZ,50.1,-31.39,97.9,32.8,28.7,78.9,-32.5,1.22,2019-12-31,2020-03-26
1321,852112.SI,自然景点,23.3,53.0,54.19,123.0,33.5,76.0,60.35,137.0,54.2,123.0,73.1,166.0,25.1,57.0,600749.SH,23.8,-147.32,79.4,22.1,6.5,90.6,-41.7,1.94,2020-03-31,2020-04-18
1322,852112.SI,自然景点,23.3,53.0,54.19,123.0,33.5,76.0,60.35,137.0,54.2,123.0,73.1,166.0,25.1,57.0,603099.SH,8.7,-22.22,33.4,29.1,5.6,71.0,-42.4,1.01,2020-03-31,2020-04-23
1323,852121.SI,酒店,1.8,4.0,34.8,79.0,15.9,36.0,72.25,164.0,92.1,209.0,31.3,71.0,46.7,106.0,000428.SZ,46.9,110.45,8.0,82.2,54.2,87.9,-7.6,0.82,2019-12-31,2020-03-30
1324,852121.SI,酒店,1.8,4.0,34.8,79.0,15.9,36.0,72.25,164.0,92.1,209.0,31.3,71.0,46.7,106.0,000610.SZ,28.3,-233.33,87.7,17.5,4.1,82.2,-52.0,1.34,2020-03-31,2020-04-15
1325,852121.SI,酒店,1.8,4.0,34.8,79.0,15.9,36.0,72.25,164.0,92.1,209.0,31.3,71.0,46.7,106.0,000613.SZ,56.0,16.67,81.3,54.5,7.5,78.3,-25.0,1.25,2019-12-31,2020-03-21
1326,852121.SI,酒店,1.8,4.0,34.8,79.0,15.9,36.0,72.25,164.0,92.1,209.0,31.3,71.0,46.7,106.0,600258.SH,43.0,3.15,64.0,25.8,73.8,64.5,-39.7,0.66,2019-12-31,2020-04-21
1327,852121.SI,酒店,1.8,4.0,34.8,79.0,15.9,36.0,72.25,164.0,92.1,209.0,31.3,71.0,46.7,106.0,600754.SH,66.0,0.93,51.2,63.5,75.4,4.5,-17.8,0.49,2019-12-31,2020-03-28
1328,852131.SI,旅游综合,44.5,101.0,73.57,167.0,41.0,93.0,90.75,206.0,99.1,225.0,84.1,191.0,23.8,54.0,002033.SZ,65.2,6.19,28.8,61.0,75.0,8.5,-19.2,1.39,2019-12-31,2020-03-31
1329,852131.SI,旅游综合,44.5,101.0,73.57,167.0,41.0,93.0,90.75,206.0,99.1,225.0,84.1,191.0,23.8,54.0,002059.SZ,66.7,-85.67,95.5,24.0,42.9,95.2,-42.0,1.16,2019-12-31,2020-04-23
1330,852131.SI,旅游综合,44.5,101.0,73.57,167.0,41.0,93.0,90.75,206.0,99.1,225.0,84.1,191.0,23.8,54.0,600138.SH,31.4,-4.91,41.0,18.9,47.9,17.9,-41.8,0.81,2019-12-31,2020-04-10
1331,852131.SI,旅游综合,44.5,101.0,73.57,167.0,41.0,93.0,90.75,206.0,99.1,225.0,84.1,191.0,23.8,54.0,601888.SH,86.3,-105.21,76.7,84.6,10.1,47.4,-11.9,1.1,2020-03-31,2020-04-23
1332,852141.SI,餐饮,15.0,34.0,88.11,200.0,87.2,198.0,79.3,180.0,85.5,194.0,97.8,222.0,68.7,156.0,000721.SZ,16.8,-323.61,5.6,58.1,4.5,79.9,-30.9,1.19,2020-03-31,2020-04-15
1333,852141.SI,餐饮,15.0,34.0,88.11,200.0,87.2,198.0,79.3,180.0,85.5,194.0,97.8,222.0,68.7,156.0,002186.SZ,12.0,-38.89,13.3,29.1,22.3,30.1,-33.9,0.73,2019-12-31,2020-04-14
1334,852151.SI,其他休闲服务,1.3,3.0,35.68,81.0,84.6,192.0,64.32,146.0,18.9,43.0,46.3,105.0,54.6,124.0,300662.SZ,65.4,29.39,64.7,70.0,62.3,24.6,-15.7,0.72,2019-12-31,2020-04-24
1335,852211.SI,通信运营,84.1,191.0,16.74,38.0,46.3,105.0,20.26,46.0,26.0,59.0,30.0,68.0,27.3,62.0,600050.SH,59.8,-13.46,97.9,44.6,37.5,71.2,-29.9,0.83,2020-03-31,2020-04-23
1336,852221.SI,互联网信息服务,94.3,214.0,11.89,27.0,79.7,181.0,14.98,34.0,70.0,159.0,64.3,146.0,86.3,196.0,002315.SZ,71.3,166.67,76.3,62.3,95.4,72.6,-53.6,0.96,2019-12-31,2020-02-08
1337,852221.SI,互联网信息服务,94.3,214.0,11.89,27.0,79.7,181.0,14.98,34.0,70.0,159.0,64.3,146.0,86.3,196.0,002555.SZ,95.6,112.77,78.1,99.5,96.7,43.8,-9.8,1.04,2019-12-31,2020-04-02
1338,852221.SI,互联网信息服务,94.3,214.0,11.89,27.0,79.7,181.0,14.98,34.0,70.0,159.0,64.3,146.0,86.3,196.0,300052.SZ,75.0,42.86,89.7,76.8,33.7,61.6,-33.8,0.93,2019-12-31,2020-03-27
1339,852221.SI,互联网信息服务,94.3,214.0,11.89,27.0,79.7,181.0,14.98,34.0,70.0,159.0,64.3,146.0,86.3,196.0,300059.SZ,81.7,110.52,77.4,65.4,94.3,53.3,-20.4,0.64,2020-03-31,2020-04-18
1340,852221.SI,互联网信息服务,94.3,214.0,11.89,27.0,79.7,181.0,14.98,34.0,70.0,159.0,64.3,146.0,86.3,196.0,300226.SZ,85.1,49.41,91.9,71.8,76.5,51.0,-26.6,0.69,2019-12-31,2020-04-15
1341,852221.SI,互联网信息服务,94.3,214.0,11.89,27.0,79.7,181.0,14.98,34.0,70.0,159.0,64.3,146.0,86.3,196.0,300295.SZ,31.4,6.0,29.7,44.6,70.6,6.4,-29.5,0.99,2019-12-31,2020-04-18
1342,852221.SI,互联网信息服务,94.3,214.0,11.89,27.0,79.7,181.0,14.98,34.0,70.0,159.0,64.3,146.0,86.3,196.0,603000.SH,72.4,57.89,84.6,52.6,78.7,74.4,-29.7,1.35,2019-12-31,2020-04-17
1343,852221.SI,互联网信息服务,94.3,214.0,11.89,27.0,79.7,181.0,14.98,34.0,70.0,159.0,64.3,146.0,86.3,196.0,603888.SH,30.9,0.98,25.6,64.5,31.0,16.4,-25.3,1.56,2019-12-31,2020-04-22
1344,852222.SI,移动互联网服务,98.7,224.0,4.85,11.0,46.7,106.0,26.87,61.0,53.7,122.0,56.4,128.0,80.2,182.0,000526.SZ,69.2,-736.26,69.7,95.4,0.6,91.8,-10.5,0.86,2020-03-31,2020-04-22
1345,852222.SI,移动互联网服务,98.7,224.0,4.85,11.0,46.7,106.0,26.87,61.0,53.7,122.0,56.4,128.0,80.2,182.0,002103.SZ,38.3,101.6,5.4,70.9,86.0,76.0,-20.4,2.28,2019-12-31,2020-04-22
1346,852222.SI,移动互联网服务,98.7,224.0,4.85,11.0,46.7,106.0,26.87,61.0,53.7,122.0,56.4,128.0,80.2,182.0,002148.SZ,2.0,-171.43,8.5,20.4,3.0,83.7,-42.7,0.89,2019-12-31,2020-04-22
1347,852222.SI,移动互联网服务,98.7,224.0,4.85,11.0,46.7,106.0,26.87,61.0,53.7,122.0,56.4,128.0,80.2,182.0,002261.SZ,41.7,100.0,1.2,92.0,75.8,92.7,-32.7,1.02,2020-03-31,2020-04-14
1348,852222.SI,移动互联网服务,98.7,224.0,4.85,11.0,46.7,106.0,26.87,61.0,53.7,122.0,56.4,128.0,80.2,182.0,300031.SZ,83.0,35.27,69.6,91.5,69.2,13.1,-17.3,0.71,2020-03-31,2020-04-16
1349,852222.SI,移动互联网服务,98.7,224.0,4.85,11.0,46.7,106.0,26.87,61.0,53.7,122.0,56.4,128.0,80.2,182.0,300533.SZ,67.4,62.63,39.9,86.7,85.0,44.1,-25.1,0.95,2019-12-31,2020-04-22
1350,852222.SI,移动互联网服务,98.7,224.0,4.85,11.0,46.7,106.0,26.87,61.0,53.7,122.0,56.4,128.0,80.2,182.0,603258.SH,76.1,75.93,33.9,97.3,92.1,47.6,-10.2,1.11,2019-12-31,2020-04-20
1351,852222.SI,移动互联网服务,98.7,224.0,4.85,11.0,46.7,106.0,26.87,61.0,53.7,122.0,56.4,128.0,80.2,182.0,603444.SH,73.0,50.5,35.1,96.0,88.3,52.2,-17.5,0.9,2020-03-31,2020-04-24
1352,852222.SI,移动互联网服务,98.7,224.0,4.85,11.0,46.7,106.0,26.87,61.0,53.7,122.0,56.4,128.0,80.2,182.0,603533.SH,79.3,14.29,67.2,92.7,51.1,52.3,-10.9,1.11,2019-12-31,2020-04-11
1353,852224.SI,有线电视网络,91.2,207.0,59.47,135.0,38.8,88.0,47.14,107.0,30.8,70.0,26.4,60.0,32.2,73.0,002238.SZ,35.9,-3.12,19.4,71.8,49.8,6.5,-18.2,1.0,2019-12-31,2020-04-10
1354,852225.SI,软件开发,85.0,193.0,20.7,47.0,89.4,203.0,33.48,76.0,55.1,125.0,56.8,129.0,82.4,187.0,002230.SZ,50.2,-220.0,60.4,73.7,3.3,53.7,-22.6,0.8,2020-03-31,2020-04-22
1355,852225.SI,软件开发,85.0,193.0,20.7,47.0,89.4,203.0,33.48,76.0,55.1,125.0,56.8,129.0,82.4,187.0,002362.SZ,76.0,134.06,84.4,71.8,39.9,65.4,-17.8,1.26,2019-12-31,2020-03-28
1356,852225.SI,软件开发,85.0,193.0,20.7,47.0,89.4,203.0,33.48,76.0,55.1,125.0,56.8,129.0,82.4,187.0,002410.SZ,58.5,-46.8,19.3,95.5,50.5,33.2,-6.1,0.79,2019-12-31,2020-03-26
1357,852225.SI,软件开发,85.0,193.0,20.7,47.0,89.4,203.0,33.48,76.0,55.1,125.0,56.8,129.0,82.4,187.0,300033.SZ,59.2,41.53,28.0,78.9,86.8,33.1,-23.9,0.75,2019-12-31,2020-02-25
1358,852225.SI,软件开发,85.0,193.0,20.7,47.0,89.4,203.0,33.48,76.0,55.1,125.0,56.8,129.0,82.4,187.0,300036.SZ,80.8,32.43,59.8,90.9,75.1,60.0,-21.8,0.79,2019-12-31,2020-04-10
1359,852225.SI,软件开发,85.0,193.0,20.7,47.0,89.4,203.0,33.48,76.0,55.1,125.0,56.8,129.0,82.4,187.0,300047.SZ,3.0,-62.69,33.8,3.9,8.5,62.5,-59.6,1.34,2020-03-31,2020-04-21
1360,852225.SI,软件开发,85.0,193.0,20.7,47.0,89.4,203.0,33.48,76.0,55.1,125.0,56.8,129.0,82.4,187.0,300074.SZ,31.6,25.36,13.6,68.9,49.7,69.2,-26.5,1.06,2019-12-31,2020-03-18
1361,852225.SI,软件开发,85.0,193.0,20.7,47.0,89.4,203.0,33.48,76.0,55.1,125.0,56.8,129.0,82.4,187.0,300188.SZ,77.4,-5.26,56.5,82.9,77.0,66.5,-16.5,0.8,2019-12-31,2020-03-31
1362,852225.SI,软件开发,85.0,193.0,20.7,47.0,89.4,203.0,33.48,76.0,55.1,125.0,56.8,129.0,82.4,187.0,300229.SZ,90.4,17.76,75.6,88.7,90.3,68.3,-13.6,1.28,2020-03-31,2020-04-23
1363,852225.SI,软件开发,85.0,193.0,20.7,47.0,89.4,203.0,33.48,76.0,55.1,125.0,56.8,129.0,82.4,187.0,300235.SZ,89.6,171.43,82.5,90.9,98.2,63.4,-44.1,0.85,2019-12-31,2020-04-08
1364,852225.SI,软件开发,85.0,193.0,20.7,47.0,89.4,203.0,33.48,76.0,55.1,125.0,56.8,129.0,82.4,187.0,300253.SZ,71.1,29.84,33.2,95.8,76.3,54.6,-17.5,0.61,2019-12-31,2020-04-04
1365,852225.SI,软件开发,85.0,193.0,20.7,47.0,89.4,203.0,33.48,76.0,55.1,125.0,56.8,129.0,82.4,187.0,300378.SZ,51.0,30.0,75.0,32.8,82.4,75.6,-46.2,0.91,2019-12-31,2020-04-17
1366,852225.SI,软件开发,85.0,193.0,20.7,47.0,89.4,203.0,33.48,76.0,55.1,125.0,56.8,129.0,82.4,187.0,300451.SZ,83.4,43.33,86.4,70.9,70.0,87.7,-18.9,0.78,2019-12-31,2020-03-26
1367,852225.SI,软件开发,85.0,193.0,20.7,47.0,89.4,203.0,33.48,76.0,55.1,125.0,56.8,129.0,82.4,187.0,300454.SZ,91.6,22.58,79.7,96.3,85.4,74.5,-22.5,0.66,2019-12-31,2020-04-15
1368,852225.SI,软件开发,85.0,193.0,20.7,47.0,89.4,203.0,33.48,76.0,55.1,125.0,56.8,129.0,82.4,187.0,300468.SZ,78.0,42.86,47.9,97.9,71.7,17.8,-20.9,0.79,2019-12-31,2020-03-31
1369,852225.SI,软件开发,85.0,193.0,20.7,47.0,89.4,203.0,33.48,76.0,55.1,125.0,56.8,129.0,82.4,187.0,300520.SZ,83.2,104.17,86.5,66.5,88.2,84.5,-29.1,0.81,2019-12-31,2020-03-31
1370,852225.SI,软件开发,85.0,193.0,20.7,47.0,89.4,203.0,33.48,76.0,55.1,125.0,56.8,129.0,82.4,187.0,300552.SZ,97.9,13516.67,100.0,99.1,99.9,99.1,-36.0,0.72,2019-12-31,2020-04-11
1371,852225.SI,软件开发,85.0,193.0,20.7,47.0,89.4,203.0,33.48,76.0,55.1,125.0,56.8,129.0,82.4,187.0,300559.SZ,54.1,64.35,77.9,29.1,84.6,60.3,-38.3,0.8,2019-12-31,2020-04-10
1372,852225.SI,软件开发,85.0,193.0,20.7,47.0,89.4,203.0,33.48,76.0,55.1,125.0,56.8,129.0,82.4,187.0,300579.SZ,55.0,13.97,42.9,64.5,68.2,66.2,-19.9,1.1,2019-12-31,2020-03-26
1373,852225.SI,软件开发,85.0,193.0,20.7,47.0,89.4,203.0,33.48,76.0,55.1,125.0,56.8,129.0,82.4,187.0,300588.SZ,6.2,-34.26,13.1,29.1,13.9,80.8,-38.8,1.03,2020-03-31,2020-04-21
1374,852225.SI,软件开发,85.0,193.0,20.7,47.0,89.4,203.0,33.48,76.0,55.1,125.0,56.8,129.0,82.4,187.0,300598.SZ,93.0,964.17,98.4,100.0,54.9,81.9,-29.3,0.59,2019-12-31,2020-04-15
1375,852225.SI,软件开发,85.0,193.0,20.7,47.0,89.4,203.0,33.48,76.0,55.1,125.0,56.8,129.0,82.4,187.0,300624.SZ,65.9,28.12,32.4,90.0,80.4,6.9,-26.7,0.64,2020-03-31,2020-04-18
1376,852225.SI,软件开发,85.0,193.0,20.7,47.0,89.4,203.0,33.48,76.0,55.1,125.0,56.8,129.0,82.4,187.0,300659.SZ,83.3,-120.0,83.2,99.3,10.4,76.9,-10.1,1.04,2020-03-31,2020-04-18
1377,852225.SI,软件开发,85.0,193.0,20.7,47.0,89.4,203.0,33.48,76.0,55.1,125.0,56.8,129.0,82.4,187.0,600588.SH,91.5,92.0,88.9,89.5,75.3,62.6,-19.2,0.52,2019-12-31,2020-03-28
1378,852225.SI,软件开发,85.0,193.0,20.7,47.0,89.4,203.0,33.48,76.0,55.1,125.0,56.8,129.0,82.4,187.0,603039.SH,53.6,21.79,37.1,63.5,84.1,10.1,-26.7,1.04,2019-12-31,2020-03-31
1379,852225.SI,软件开发,85.0,193.0,20.7,47.0,89.4,203.0,33.48,76.0,55.1,125.0,56.8,129.0,82.4,187.0,603189.SH,89.0,40.0,83.5,93.2,82.1,71.8,-37.7,0.72,2020-03-31,2020-04-18
1380,852225.SI,软件开发,85.0,193.0,20.7,47.0,89.4,203.0,33.48,76.0,55.1,125.0,56.8,129.0,82.4,187.0,603232.SH,20.9,-1000.0,29.4,58.1,3.8,81.6,-29.4,0.94,2020-03-31,2020-04-23
1381,852225.SI,软件开发,85.0,193.0,20.7,47.0,89.4,203.0,33.48,76.0,55.1,125.0,56.8,129.0,82.4,187.0,603383.SH,4.6,-75.0,39.6,9.0,2.8,44.8,-53.1,0.81,2020-03-31,2020-04-24
1382,852225.SI,软件开发,85.0,193.0,20.7,47.0,89.4,203.0,33.48,76.0,55.1,125.0,56.8,129.0,82.4,187.0,603528.SH,32.8,-166.76,24.2,74.4,6.2,50.9,-11.5,1.57,2020-03-31,2020-04-24
1383,852226.SI,IT服务,82.8,188.0,8.37,19.0,80.6,183.0,40.53,92.0,55.9,127.0,37.9,86.0,76.7,174.0,000034.SZ,74.6,37.71,66.0,94.9,34.3,86.3,-21.5,0.69,2019-12-31,2020-03-31
1384,852226.SI,IT服务,82.8,188.0,8.37,19.0,80.6,183.0,40.53,92.0,55.9,127.0,37.9,86.0,76.7,174.0,000555.SZ,82.8,-14.12,97.5,85.6,22.2,76.6,-19.7,0.98,2020-03-31,2020-04-15
1385,852226.SI,IT服务,82.8,188.0,8.37,19.0,80.6,183.0,40.53,92.0,55.9,127.0,37.9,86.0,76.7,174.0,002232.SZ,64.2,25.88,67.5,68.9,46.5,96.1,-22.1,0.98,2019-12-31,2020-04-18
1386,852226.SI,IT服务,82.8,188.0,8.37,19.0,80.6,183.0,40.53,92.0,55.9,127.0,37.9,86.0,76.7,174.0,002312.SZ,85.3,124.52,70.7,81.6,97.3,94.3,-20.6,1.17,2020-03-31,2020-04-23
1387,852226.SI,IT服务,82.8,188.0,8.37,19.0,80.6,183.0,40.53,92.0,55.9,127.0,37.9,86.0,76.7,174.0,002368.SZ,49.1,3.81,37.5,77.4,49.6,9.2,-28.2,0.63,2019-12-31,2020-04-21
1388,852226.SI,IT服务,82.8,188.0,8.37,19.0,80.6,183.0,40.53,92.0,55.9,127.0,37.9,86.0,76.7,174.0,002373.SZ,72.2,27.78,66.9,81.6,55.2,7.4,-26.3,0.73,2019-12-31,2020-04-15
1389,852226.SI,IT服务,82.8,188.0,8.37,19.0,80.6,183.0,40.53,92.0,55.9,127.0,37.9,86.0,76.7,174.0,002380.SZ,47.9,-28.57,52.8,63.5,34.5,19.1,-21.2,1.06,2020-03-31,2020-04-21
1390,852226.SI,IT服务,82.8,188.0,8.37,19.0,80.6,183.0,40.53,92.0,55.9,127.0,37.9,86.0,76.7,174.0,002401.SZ,72.8,16.19,57.8,78.1,77.1,5.5,-21.1,0.75,2019-12-31,2020-03-28
1391,852226.SI,IT服务,82.8,188.0,8.37,19.0,80.6,183.0,40.53,92.0,55.9,127.0,37.9,86.0,76.7,174.0,002417.SZ,28.6,0.0,6.7,54.5,98.0,81.5,-39.9,1.33,2020-03-31,2020-04-21
1392,852226.SI,IT服务,82.8,188.0,8.37,19.0,80.6,183.0,40.53,92.0,55.9,127.0,37.9,86.0,76.7,174.0,002642.SZ,15.2,-81.5,5.4,62.3,15.1,82.4,-24.9,2.27,2020-03-31,2020-04-23
1393,852226.SI,IT服务,82.8,188.0,8.37,19.0,80.6,183.0,40.53,92.0,55.9,127.0,37.9,86.0,76.7,174.0,002771.SZ,24.3,-25.0,15.7,66.5,25.3,24.7,-25.0,1.46,2019-12-31,2020-03-25
1394,852226.SI,IT服务,82.8,188.0,8.37,19.0,80.6,183.0,40.53,92.0,55.9,127.0,37.9,86.0,76.7,174.0,300020.SZ,80.8,-11.11,93.7,75.3,29.8,80.9,-8.2,0.7,2020-03-31,2020-04-24
1395,852226.SI,IT服务,82.8,188.0,8.37,19.0,80.6,183.0,40.53,92.0,55.9,127.0,37.9,86.0,76.7,174.0,300079.SZ,12.4,-151.55,45.8,29.1,7.3,50.1,-47.2,0.97,2020-03-31,2020-04-21
1396,852226.SI,IT服务,82.8,188.0,8.37,19.0,80.6,183.0,40.53,92.0,55.9,127.0,37.9,86.0,76.7,174.0,300212.SZ,78.4,-33.18,66.5,92.2,43.0,28.2,-11.4,0.96,2020-03-31,2020-04-23
1397,852226.SI,IT服务,82.8,188.0,8.37,19.0,80.6,183.0,40.53,92.0,55.9,127.0,37.9,86.0,76.7,174.0,300231.SZ,54.3,17.09,32.2,76.1,65.0,7.9,-15.9,1.15,2019-12-31,2020-02-29
1398,852226.SI,IT服务,82.8,188.0,8.37,19.0,80.6,183.0,40.53,92.0,55.9,127.0,37.9,86.0,76.7,174.0,300245.SZ,17.2,-50.0,17.1,59.6,13.5,20.4,-29.7,0.97,2020-03-31,2020-04-24
1399,852226.SI,IT服务,82.8,188.0,8.37,19.0,80.6,183.0,40.53,92.0,55.9,127.0,37.9,86.0,76.7,174.0,300248.SZ,84.8,64.89,68.3,89.7,76.4,73.7,-13.7,1.1,2019-12-31,2020-04-16
1400,852226.SI,IT服务,82.8,188.0,8.37,19.0,80.6,183.0,40.53,92.0,55.9,127.0,37.9,86.0,76.7,174.0,300271.SZ,76.0,10.45,60.8,87.6,64.5,6.5,-22.3,0.69,2019-12-31,2020-03-19
1401,852226.SI,IT服务,82.8,188.0,8.37,19.0,80.6,183.0,40.53,92.0,55.9,127.0,37.9,86.0,76.7,174.0,300287.SZ,47.3,101.46,6.6,76.1,92.9,72.0,-14.0,1.13,2019-12-31,2020-04-18
1402,852226.SI,IT服务,82.8,188.0,8.37,19.0,80.6,183.0,40.53,92.0,55.9,127.0,37.9,86.0,76.7,174.0,300330.SZ,34.5,127.27,11.2,70.0,68.9,74.2,-30.0,1.08,2019-12-31,2020-04-10
1403,852226.SI,IT服务,82.8,188.0,8.37,19.0,80.6,183.0,40.53,92.0,55.9,127.0,37.9,86.0,76.7,174.0,300448.SZ,25.3,9.84,57.9,17.5,57.9,42.9,-41.2,0.86,2019-12-31,2020-04-24
1404,852226.SI,IT服务,82.8,188.0,8.37,19.0,80.6,183.0,40.53,92.0,55.9,127.0,37.9,86.0,76.7,174.0,300496.SZ,85.7,29.93,77.7,94.8,68.4,44.9,-30.5,1.16,2020-03-31,2020-04-14
1405,852226.SI,IT服务,82.8,188.0,8.37,19.0,80.6,183.0,40.53,92.0,55.9,127.0,37.9,86.0,76.7,174.0,300508.SZ,48.2,-145.02,90.6,51.2,5.2,96.2,-42.0,1.03,2020-03-31,2020-04-17
1406,852226.SI,IT服务,82.8,188.0,8.37,19.0,80.6,183.0,40.53,92.0,55.9,127.0,37.9,86.0,76.7,174.0,300523.SZ,26.7,-900.0,48.0,51.2,1.3,97.2,-27.5,1.69,2020-03-31,2020-04-23
1407,852226.SI,IT服务,82.8,188.0,8.37,19.0,80.6,183.0,40.53,92.0,55.9,127.0,37.9,86.0,76.7,174.0,300532.SZ,46.4,142.86,76.7,22.1,96.0,51.6,-51.3,1.26,2019-12-31,2020-03-31
