,ts_code,high
3139,603007.SH,9.42
3140,603008.SH,16.42
3141,603009.SH,9.87
3142,603010.SH,13.0
3143,603011.SH,7.33
3144,603012.SH,17.57
3145,603013.SH,19.1
3146,603015.SH,7.37
3147,603016.SH,25.69
3148,603017.SH,13.57
3149,603018.SH,19.87
3150,603019.SH,38.55
3151,603020.SH,11.31
3152,603021.SH,10.2
3153,603022.SH,20.56
3154,603023.SH,5.97
3155,603025.SH,10.93
3156,603026.SH,46.66
3157,603027.SH,27.55
3158,603028.SH,13.97
3159,603029.SH,15.71
3160,603030.SH,7.45
3161,603031.SH,40.86
3162,603032.SH,33.74
3163,603033.SH,22.32
3164,603035.SH,17.31
3165,603036.SH,13.41
3166,603037.SH,22.72
3167,603038.SH,20.17
3168,603039.SH,72.71
3169,603040.SH,36.55
3170,603041.SH,14.72
3171,603042.SH,29.68
3172,603043.SH,36.0
3173,603045.SH,22.76
3174,603050.SH,16.83
3175,603055.SH,8.25
3176,603056.SH,15.95
3177,603058.SH,9.5
3178,603059.SH,25.4
3179,603060.SH,20.45
3180,603063.SH,11.51
3181,603066.SH,13.3
3182,603067.SH,9.66
3183,603068.SH,145.7
3184,603069.SH,15.14
3185,603076.SH,26.98
3186,603077.SH,2.12
3187,603078.SH,41.28
3188,603079.SH,61.21
3189,603080.SH,21.55
3190,603081.SH,18.33
3191,603083.SH,33.11
3192,603085.SH,13.51
3193,603086.SH,35.25
3194,603088.SH,10.75
3195,603089.SH,16.18
3196,603090.SH,20.13
3197,603096.SH,66.14
3198,603098.SH,13.31
3199,603099.SH,11.51
3200,603100.SH,10.37
3201,603101.SH,9.07
3202,603103.SH,17.85
3203,603105.SH,13.5
3204,603106.SH,11.08
3205,603108.SH,12.74
3206,603110.SH,20.15
3207,603111.SH,8.5
3208,603113.SH,12.67
3209,603116.SH,8.29
3210,603117.SH,4.79
3211,603118.SH,18.37
3212,603121.SH,29.76
3213,603123.SH,10.29
3214,603126.SH,6.06
3215,603127.SH,118.57
3216,603128.SH,10.79
3217,603129.SH,52.99
3218,603131.SH,18.85
3219,603133.SH,29.98
3220,603136.SH,27.99
3221,603138.SH,21.51
3222,603139.SH,18.83
3223,603156.SH,42.93
3224,603157.SH,7.54
3225,603158.SH,30.52
3226,603159.SH,18.21
3227,603160.SH,386.47
3228,603161.SH,16.1
3229,603165.SH,14.48
3230,603166.SH,7.77
3231,603167.SH,11.14
3232,603168.SH,10.32
3233,603169.SH,9.46
3234,603177.SH,16.18
3235,603178.SH,18.61
3236,603179.SH,19.5
3237,603180.SH,55.45
3238,603181.SH,14.14
3239,603183.SH,8.42
3240,603185.SH,28.81
3241,603186.SH,69.63
3242,603187.SH,33.84
3243,603188.SH,8.99
3244,603189.SH,35.3
3245,603192.SH,29.78
3246,603196.SH,12.95
3247,603197.SH,43.03
3248,603198.SH,23.17
3249,603199.SH,26.59
3250,603200.SH,59.86
3251,603203.SH,33.51
3252,603208.SH,151.55
3253,603214.SH,36.04
3254,603218.SH,19.34
3255,603220.SH,35.03
3256,603222.SH,55.92
3257,603223.SH,8.07
3258,603225.SH,13.67
3259,603226.SH,38.76
3260,603227.SH,5.24
3261,603228.SH,42.41
3262,603229.SH,46.12
3263,603232.SH,41.21
3264,603233.SH,60.66
3265,603238.SH,35.21
3266,603239.SH,13.93
3267,603258.SH,40.42
3268,603259.SH,84.67
3269,603260.SH,35.96
3270,603266.SH,16.97
3271,603267.SH,72.92
3272,603268.SH,18.79
3273,603269.SH,16.27
3274,603277.SH,10.73
3275,603278.SH,13.86
3276,603283.SH,65.25
3277,603286.SH,19.84
3278,603288.SH,112.27
3279,603289.SH,12.41
3280,603297.SH,36.21
3281,603298.SH,13.89
3282,603299.SH,8.9
3283,603300.SH,7.54
3284,603301.SH,39.27
3285,603303.SH,11.57
3286,603305.SH,61.3
3287,603306.SH,18.17
3288,603308.SH,22.47
3289,603309.SH,17.24
3290,603311.SH,18.08
3291,603313.SH,23.76
3292,603315.SH,13.87
3293,603316.SH,13.41
3294,603317.SH,41.98
3295,603318.SH,33.5
3296,603319.SH,22.05
3297,603320.SH,20.92
3298,603321.SH,11.12
3299,603322.SH,28.69
3300,603323.SH,6.26
3301,603326.SH,20.25
3302,603328.SH,12.83
3303,603329.SH,22.64
3304,603330.SH,14.9
3305,603331.SH,18.67
3306,603332.SH,31.41
3307,603333.SH,12.26
3308,603335.SH,7.58
3309,603336.SH,16.65
3310,603337.SH,25.28
3311,603338.SH,68.48
3312,603339.SH,17.77
3313,603345.SH,115.04
3314,603348.SH,28.71
3315,603351.SH,27.07
3316,603355.SH,25.89
3317,603356.SH,18.44
3318,603357.SH,19.65
3319,603358.SH,22.1
3320,603359.SH,22.13
3321,603360.SH,26.69
3322,603363.SH,25.55
3323,603365.SH,18.71
3324,603366.SH,9.56
3325,603367.SH,20.31
3326,603368.SH,39.94
3327,603369.SH,38.0
3328,603377.SH,25.28
3329,603378.SH,40.2
3330,603379.SH,49.53
3331,603380.SH,19.26
3332,603383.SH,98.44
3333,603385.SH,16.35
3334,603386.SH,20.59
3335,603387.SH,40.97
3336,603388.SH,9.91
3337,603389.SH,9.06
3338,603393.SH,24.75
3339,603396.SH,25.95
3340,603398.SH,12.47
3341,603399.SH,13.47
3342,603416.SH,42.56
3343,603421.SH,27.99
3344,603429.SH,51.21
3345,603444.SH,427.27
3346,603456.SH,26.26
3347,603458.SH,23.91
3348,603466.SH,19.27
3349,603477.SH,17.54
3350,603486.SH,32.52
3351,603488.SH,9.35
3352,603496.SH,23.83
3353,603499.SH,26.05
3354,603500.SH,16.57
3355,603501.SH,221.21
3356,603505.SH,28.0
3357,603506.SH,21.69
3358,603507.SH,26.51
3359,603508.SH,82.31
3360,603515.SH,35.69
3361,603516.SH,53.87
3362,603517.SH,46.92
3363,603518.SH,9.83
3364,603519.SH,17.92
3365,603520.SH,58.89
3366,603527.SH,16.47
3367,603528.SH,9.27
3368,603533.SH,37.23
3369,603535.SH,20.34
3370,603536.SH,25.1
3371,603538.SH,45.35
3372,603555.SH,7.0
3373,603556.SH,19.6
3374,603557.SH,13.38
3375,603558.SH,11.58
3376,603559.SH,34.94
3377,603566.SH,25.0
3378,603567.SH,15.61
3379,603568.SH,32.1
3380,603569.SH,12.7
3381,603577.SH,12.46
3382,603578.SH,24.0
3383,603579.SH,32.55
3384,603580.SH,14.08
3385,603583.SH,44.69
3386,603585.SH,24.72
3387,603586.SH,20.47
3388,603587.SH,21.69
3389,603588.SH,13.9
3390,603589.SH,67.13
3391,603590.SH,43.29
3392,603595.SH,41.69
3393,603596.SH,37.39
3394,603598.SH,24.68
3395,603599.SH,17.53
3396,603600.SH,15.2
3397,603601.SH,14.81
3398,603602.SH,31.35
3399,603603.SH,15.65
3400,603605.SH,168.22
3401,603606.SH,11.46
3402,603607.SH,26.48
3403,603608.SH,13.61
3404,603609.SH,16.33
3405,603611.SH,23.33
3406,603612.SH,15.06
3407,603615.SH,11.68
3408,603616.SH,11.19
3409,603617.SH,12.09
3410,603618.SH,8.01
3411,603619.SH,23.49
3412,603626.SH,15.02
3413,603628.SH,9.99
3414,603629.SH,35.32
3415,603630.SH,17.37
3416,603633.SH,10.39
3417,603636.SH,16.65
3418,603637.SH,20.67
3419,603638.SH,48.5
3420,603639.SH,30.16
3421,603648.SH,15.23
3422,603650.SH,28.61
3423,603655.SH,31.8
3424,603656.SH,17.73
3425,603657.SH,28.8
3426,603658.SH,151.37
3427,603659.SH,106.87
3428,603660.SH,15.46
3429,603661.SH,46.97
3430,603663.SH,13.34
3431,603665.SH,27.0
3432,603666.SH,118.37
3433,603667.SH,10.42
3434,603668.SH,14.68
3435,603669.SH,5.86
3436,603676.SH,14.29
3437,603677.SH,14.34
3438,603678.SH,35.21
3439,603679.SH,54.89
3440,603680.SH,12.87
3441,603681.SH,33.27
3442,603683.SH,18.92
3443,603685.SH,13.52
3444,603686.SH,16.94
3445,603688.SH,33.68
3446,603689.SH,12.52
3447,603690.SH,46.87
3448,603693.SH,14.83
3449,603696.SH,18.98
3450,603697.SH,22.93
3451,603698.SH,13.43
3452,603699.SH,14.11
3453,603700.SH,39.68
3454,603701.SH,15.2
3455,603703.SH,25.78
3456,603706.SH,26.54
3457,603707.SH,49.45
3458,603708.SH,29.24
3459,603709.SH,39.23
3460,603711.SH,38.06
3461,603712.SH,32.73
3462,603713.SH,91.43
3463,603716.SH,22.95
3464,603717.SH,11.87
3465,603718.SH,20.33
3466,603721.SH,32.52
3467,603722.SH,43.8
3468,603725.SH,7.84
3469,603726.SH,19.22
3470,603727.SH,22.68
3471,603728.SH,15.66
3472,603729.SH,22.8
3473,603730.SH,40.07
3474,603733.SH,17.19
3475,603737.SH,84.38
3476,603738.SH,37.44
3477,603739.SH,42.46
3478,603757.SH,21.09
3479,603758.SH,7.32
3480,603766.SH,4.76
3481,603767.SH,8.3
3482,603768.SH,13.25
3483,603773.SH,43.58
3484,603776.SH,23.06
3485,603777.SH,19.25
3486,603778.SH,5.95
3487,603779.SH,10.88
3488,603787.SH,25.0
3489,603788.SH,17.95
3490,603789.SH,18.24
3491,603790.SH,20.78
3492,603797.SH,13.25
3493,603798.SH,14.19
3494,603799.SH,44.92
3495,603800.SH,13.55
3496,603801.SH,32.98
3497,603803.SH,17.32
3498,603806.SH,38.45
3499,603808.SH,17.35
3500,603809.SH,11.6
3501,603810.SH,40.0
3502,603811.SH,32.97
3503,603813.SH,21.65
3504,603816.SH,34.37
3505,603817.SH,9.45
3506,603818.SH,8.75
3507,603819.SH,13.69
3508,603822.SH,28.61
3509,603823.SH,24.85
3510,603825.SH,33.88
3511,603826.SH,29.99
3512,603828.SH,9.36
3513,603829.SH,12.29
3514,603833.SH,124.29
3515,603838.SH,9.9
3516,603839.SH,19.02
3517,603843.SH,6.04
3518,603848.SH,21.55
3519,603855.SH,13.59
3520,603856.SH,16.16
3521,603858.SH,20.99
3522,603859.SH,42.53
3523,603860.SH,30.79
3524,603861.SH,10.74
3525,603866.SH,55.55
3526,603868.SH,45.0
3527,603869.SH,13.93
3528,603871.SH,32.7
3529,603876.SH,20.52
3530,603877.SH,17.09
3531,603878.SH,12.09
3532,603879.SH,19.06
3533,603880.SH,22.95
3534,603881.SH,76.47
3535,603882.SH,76.42
3536,603883.SH,84.91
3537,603885.SH,15.78
3538,603886.SH,25.3
3539,603887.SH,37.71
3540,603888.SH,34.43
3541,603889.SH,7.66
3542,603890.SH,13.78
3543,603895.SH,26.34
3544,603896.SH,41.6
3545,603897.SH,21.15
3546,603898.SH,18.3
3547,603899.SH,54.74
3548,603900.SH,12.7
3549,603901.SH,15.41
3550,603903.SH,15.58
3551,603906.SH,15.32
3552,603908.SH,30.85
3553,603909.SH,22.69
3554,603912.SH,30.9
3555,603916.SH,27.71
3556,603917.SH,13.05
3557,603918.SH,11.92
3558,603919.SH,15.0
3559,603920.SH,30.25
3560,603922.SH,20.14
3561,603926.SH,12.78
3562,603928.SH,13.95
3563,603929.SH,23.9
3564,603933.SH,15.68
3565,603936.SH,20.13
3566,603937.SH,13.63
3567,603938.SH,36.53
3568,603939.SH,74.82
3569,603955.SH,19.19
3570,603956.SH,26.11
3571,603958.SH,9.98
3572,603959.SH,15.64
3573,603960.SH,28.2
3574,603963.SH,12.32
3575,603966.SH,13.92
3576,603967.SH,28.63
3577,603968.SH,18.28
3578,603969.SH,5.47
3579,603970.SH,17.86
3580,603976.SH,33.75
3581,603977.SH,8.73
3582,603978.SH,40.69
3583,603979.SH,10.38
3584,603980.SH,11.25
3585,603985.SH,23.1
3586,603986.SH,304.34
3587,603987.SH,15.67
3588,603988.SH,13.52
3589,603989.SH,30.63
3590,603990.SH,65.42
3591,603991.SH,30.64
3592,603993.SH,5.37
3593,603996.SH,7.85
3594,603997.SH,12.12
3595,603998.SH,10.13
3596,603999.SH,8.85
