,ts_code,high,trade_date_x,adj_factor_x,trade_date_y,adj_factor_y,adj_factor
87,000422.SZ,3.83,20200528,14.787,20190521,14.787,1.0
88,000423.SZ,41.94,20200528,10.069,20190521,9.752,0.9685172311053729
89,000425.SZ,6.66,20200528,38.052,20190521,37.548,0.9867549668874173
90,000426.SZ,6.62,20200528,16.932,20190521,16.932,1.0
91,000428.SZ,4.1,20200528,12.139,20190521,12.139,1.0
92,000429.SZ,8.4,20200528,3.553,20190521,3.329,0.9369546861806924
93,000430.SZ,6.27,20200528,4.612,20190521,4.612,1.0
94,000488.SZ,5.57,20200528,9.281,20190521,8.852,0.9537765327012175
95,000498.SZ,6.43,20200528,2.758,20190521,2.723,0.9873096446700507
96,000501.SZ,13.7,20200528,6.584,20190521,6.465,0.9819258809234508
97,000502.SZ,11.13,20200528,3.113,20190521,3.113,1.0
98,000503.SZ,21.56,20200528,7.615,20190521,7.615,1.0
99,000504.SZ,14.05,20200528,2.103,20190521,2.103,1.0
100,000505.SZ,10.32,20200528,3.312,20190521,3.312,1.0
101,000506.SZ,4.55,20200528,2.872,20190521,2.872,1.0
102,000507.SZ,6.82,20200528,4.518,20190521,4.489,0.9935812306330235
103,000509.SZ,3.34,20200528,9.746,20190521,9.746,1.0
104,000510.SZ,5.48,20200528,10.422,20190521,10.422,1.0
105,000513.SZ,33.35,20200528,8.171,20190521,6.067,0.7425039774813366
106,000514.SZ,5.57,20200528,4.32,20190521,4.32,1.0
107,000516.SZ,5.78,20200528,39.872,20190521,39.185,0.9827698635634029
108,000517.SZ,3.44,20200528,12.884,20190521,12.884,1.0
109,000518.SZ,8.83,20200528,8.377,20190521,8.377,1.0
110,000519.SZ,10.67,20200528,7.937,20190521,7.859,0.9901726092982235
111,000520.SZ,4.72,20200528,6.855,20190521,6.855,1.0
112,000521.SZ,4.03,20200528,5.133,20190521,5.05,0.9838301188388856
113,000523.SZ,8.26,20200528,6.666,20190521,6.641,0.9962496249624962
114,000524.SZ,8.51,20200528,4.831,20190521,4.706,0.9741254398675222
115,000525.SZ,14.68,20200528,7.524,20190521,7.436,0.9883040935672515
116,000526.SZ,50.7,20200528,2.471,20190521,2.471,1.0
117,000528.SZ,7.16,20200528,11.448,20190521,11.195,0.9779000698812019
118,000529.SZ,7.89,20200528,3.123,20190521,3.087,0.9884726224783862
119,000530.SZ,4.82,20200528,9.774,20190521,9.662,0.9885410272150605
120,000531.SZ,8.25,20200528,12.228,20190521,11.863,0.9701504743212299
121,000532.SZ,14.95,20200528,4.407,20190521,4.394,0.9970501474926254
122,000533.SZ,3.78,20200528,2.258,20190521,2.258,1.0
123,000534.SZ,12.83,20200528,4.157,20190521,4.133,0.9942266057252827
124,000536.SZ,4.04,20200528,3.673,20190521,3.673,1.0
125,000537.SZ,8.14,20200528,5.975,20190521,5.863,0.9812552301255232
126,000538.SZ,93.3,20200528,17.639,20190521,17.187,0.9743749645671524
127,000539.SZ,4.42,20200528,17.55,20190521,17.305,0.986039886039886
128,000540.SZ,4.43,20200528,80.895,20190521,79.839,0.9869460411644725
129,000541.SZ,7.19,20200528,28.905,20190521,28.905,1.0
130,000543.SZ,5.07,20200528,4.493,20190521,4.454,0.9913198308479856
131,000544.SZ,8.46,20200528,3.51,20190521,3.242,0.9236467236467237
132,000545.SZ,4.38,20200528,4.252,20190521,4.252,1.0
133,000546.SZ,11.85,20200528,1.814,20190521,1.804,0.9944873208379272
134,000547.SZ,16.79,20200528,10.532,20190521,10.532,1.0
135,000548.SZ,4.81,20200528,3.535,20190521,3.52,0.9957567185289957
136,000550.SZ,28.44,20200528,3.102,20190521,3.095,0.9977433913604128
137,000551.SZ,13.89,20200528,7.726,20190521,7.726,1.0
138,000552.SZ,2.75,20200528,6.864,20190521,6.335,0.9229312354312355
139,000553.SZ,12.26,20200528,4.182,20190521,4.14,0.9899569583931132
140,000554.SZ,6.32,20200528,4.896,20190521,4.896,1.0
141,000555.SZ,19.94,20200528,3.133,20190521,3.125,0.997446536865624
142,000557.SZ,4.81,20200528,7.328,20190521,7.328,1.0
143,000558.SZ,4.18,20200528,5.957,20190521,5.957,1.0
144,000559.SZ,6.67,20200528,34.042,20190521,33.628,0.9878385523764761
145,000560.SZ,6.01,20200528,5.202,20190521,5.126,0.9853902345251827
146,000561.SZ,8.87,20200528,2.52,20190521,2.52,1.0
147,000563.SZ,4.86,20200528,17.193,20190521,17.117,0.9955795963473506
148,000564.SZ,4.55,20200528,3.02,20190521,3.02,1.0
149,000565.SZ,6.58,20200528,7.555,20190521,7.542,0.9982792852415618
150,000566.SZ,10.29,20200528,9.514,20190521,9.514,1.0
151,000567.SZ,9.1,20200528,4.748,20190521,3.261,0.68681550126369
152,000568.SZ,96.72,20200528,32.361,20190521,31.782,0.9821080930749978
153,000570.SZ,5.87,20200528,4.498,20190521,4.479,0.9957759004001778
154,000571.SZ,2.96,20200528,7.613,20190521,7.613,1.0
155,000572.SZ,2.59,20200528,4.656,20190521,4.656,1.0
156,000573.SZ,3.56,20200528,7.37,20190521,7.238,0.982089552238806
157,000576.SZ,10.37,20200528,6.187,20190521,6.187,1.0
158,000581.SZ,20.2,20200528,4.79,20190521,4.507,0.9409185803757828
159,000582.SZ,9.97,20200528,4.79,20190521,4.726,0.9866388308977035
160,000584.SZ,8.16,20200528,4.835,20190521,4.822,0.997311271975181
161,000585.SZ,2.63,20200528,1.277,20190521,1.277,1.0
162,000586.SZ,17.66,20200528,3.698,20190521,3.698,1.0
163,000587.SZ,3.0,20200528,12.655,20190521,12.655,1.0
164,000589.SZ,6.34,20200528,4.965,20190521,4.965,1.0
165,000590.SZ,14.34,20200528,4.764,20190521,4.764,1.0
166,000591.SZ,3.93,20200528,13.153,20190521,12.76,0.9701208849692085
167,000592.SZ,4.14,20200528,6.375,20190521,6.375,1.0
168,000593.SZ,7.69,20200528,5.6,20190521,5.6,1.0
169,000595.SZ,5.29,20200528,4.958,20190521,4.958,1.0
170,000596.SZ,156.43,20200528,3.384,20190521,3.339,0.9867021276595744
171,000597.SZ,6.34,20200528,4.791,20190521,2.157,0.4502191609267376
172,000598.SZ,5.03,20200528,24.678,20190521,24.678,1.0
173,000599.SZ,6.05,20200528,4.868,20190521,4.856,0.9975349219391947
174,000600.SZ,7.49,20200528,6.971,20190521,6.693,0.960120499211017
175,000601.SZ,8.14,20200528,9.897,20190521,9.613,0.9713044356875821
176,000603.SZ,18.15,20200528,4.269,20190521,4.234,0.9918013586319981
177,000605.SZ,8.93,20200528,3.544,20190521,3.535,0.9974604966139955
178,000606.SZ,7.51,20200528,6.443,20190521,6.443,1.0
179,000607.SZ,6.45,20200528,3.762,20190521,3.754,0.9978734715576821
180,000608.SZ,6.58,20200528,11.125,20190521,11.125,1.0
181,000609.SZ,8.38,20200528,6.029,20190521,6.029,1.0
182,000610.SZ,12.18,20200528,3.013,20190521,3.008,0.9983405243942914
183,000611.SZ,4.27,20200528,4.596,20190521,4.596,1.0
184,000612.SZ,6.69,20200528,9.712,20190521,9.694,0.9981466227347612
185,000613.SZ,7.9,20200528,1.43,20190521,1.43,1.0
186,000615.SZ,5.99,20200528,9.093,20190521,9.093,1.0
187,000616.SZ,3.65,20200528,28.319,20190521,28.319,1.0
188,000617.SZ,13.68,20200528,4.931,20190521,4.838,0.9811397282498479
189,000619.SZ,6.05,20200528,9.196,20190521,9.196,1.0
190,000620.SZ,5.34,20200528,1.648,20190521,1.572,0.9538834951456312
191,000622.SZ,6.56,20200528,2.525,20190521,2.525,1.0
192,000623.SZ,17.64,20200528,20.903,20190521,20.65,0.9878964741903076
193,000625.SZ,12.01,20200528,7.803,20190521,7.783,0.9974368832500321
194,000626.SZ,10.25,20200528,10.678,20190521,10.678,1.0
195,000627.SZ,7.77,20200528,27.882,20190521,27.252,0.9774047772756617
196,000628.SZ,11.18,20200528,3.123,20190521,3.123,1.0
197,000629.SZ,3.84,20200528,7.789,20190521,7.789,1.0
198,000630.SZ,2.53,20200528,26.688,20190521,26.359,0.9876723621103118
199,000631.SZ,3.38,20200528,17.911,20190521,17.794,0.9934677014125397
200,000632.SZ,6.86,20200528,7.527,20190521,7.527,1.0
201,000633.SZ,5.98,20200528,7.479,20190521,7.479,1.0
202,000635.SZ,9.24,20200528,4.158,20190521,4.032,0.9696969696969696
203,000636.SZ,27.89,20200528,17.34,20190521,17.34,1.0
204,000637.SZ,5.98,20200528,16.742,20190521,16.52,0.986739935491578
205,000638.SZ,6.42,20200528,4.42,20190521,4.42,1.0
206,000639.SZ,6.83,20200528,10.907,20190521,7.718,0.7076189603007244
207,000650.SZ,10.21,20200528,21.222,20190521,20.938,0.9866176609179153
208,000651.SZ,68.56,20200528,155.951,20190521,151.536,0.9716898256503645
209,000652.SZ,14.53,20200528,27.284,20190521,26.996,0.9894443629966281
210,000655.SZ,7.49,20200528,5.716,20190521,5.716,1.0
211,000656.SZ,8.0,20200528,6.535,20190521,6.17,0.9441469013006886
212,000657.SZ,8.58,20200528,4.24,20190521,4.24,1.0
213,000659.SZ,3.85,20200528,16.527,20190521,16.527,1.0
214,000661.SZ,678.87,20200528,3.711,20190521,3.701,0.997305308542172
215,000662.SZ,6.65,20200528,6.043,20190521,6.043,1.0
216,000663.SZ,8.34,20200528,4.049,20190521,4.049,1.0
217,000665.SZ,6.38,20200528,5.734,20190521,4.066,0.7091035926055109
218,000666.SZ,14.15,20200528,1.593,20190521,1.586,0.9956057752667923
219,000667.SZ,2.94,20200528,25.348,20190521,25.348,1.0
220,000668.SZ,17.92,20200528,3.662,20190521,3.653,0.9975423265974878
221,000669.SZ,5.4,20200528,3.651,20190521,3.651,1.0
222,000670.SZ,3.36,20200528,10.09,20190521,10.09,1.0
223,000671.SZ,8.78,20200528,31.273,20190521,30.977,0.9905349662648291
224,000672.SZ,27.48,20200528,6.011,20190521,5.816,0.9675594742971219
225,000673.SZ,6.67,20200528,11.508,20190521,11.508,1.0
226,000676.SZ,9.52,20200528,10.782,20190521,8.268,0.766833611574847
227,000677.SZ,4.83,20200528,18.3,20190521,18.3,1.0
228,000678.SZ,9.27,20200528,4.96,20190521,4.96,1.0
229,000679.SZ,4.74,20200528,5.763,20190521,5.763,1.0
230,000680.SZ,4.63,20200528,5.447,20190521,5.42,0.9950431430145034
231,000681.SZ,24.59,20200528,5.03,20190521,5.017,0.9974155069582505
232,000682.SZ,6.45,20200528,15.625,20190521,15.625,1.0
233,000683.SZ,3.12,20200528,7.556,20190521,7.556,1.0
234,000685.SZ,9.05,20200528,14.179,20190521,13.95,0.9838493546794554
235,000686.SZ,10.56,20200528,12.883,20190521,12.737,0.9886672358922612
236,000687.SZ,9.33,20200528,3.319,20190521,3.319,1.0
237,000688.SZ,19.8,20200528,4.947,20190521,4.947,1.0
238,000690.SZ,6.85,20200528,42.494,20190521,40.256,0.9473337412340566
239,000691.SZ,5.07,20200528,3.055,20190521,3.055,1.0
240,000692.SZ,3.43,20200528,12.19,20190521,12.19,1.0
241,000695.SZ,11.1,20200528,2.55,20190521,2.55,1.0
242,000697.SZ,14.35,20200528,3.675,20190521,3.675,1.0
243,000698.SZ,5.37,20200528,3.031,20190521,2.988,0.9858132629495215
244,000700.SZ,15.95,20200528,15.631,20190521,15.107,0.9664768728808137
245,000701.SZ,6.99,20200528,1.726,20190521,1.723,0.9982618771726536
246,000702.SZ,8.54,20200528,2.553,20190521,2.553,1.0
247,000703.SZ,10.89,20200528,9.268,20190521,6.732,0.7263703064307293
248,000705.SZ,8.32,20200528,5.376,20190521,5.352,0.9955357142857143
249,000707.SZ,3.53,20200528,3.038,20190521,3.038,1.0
250,000708.SZ,16.04,20200528,3.603,20190521,1.927,0.5348320843741327
251,000709.SZ,3.05,20200528,10.128,20190521,9.793,0.9669233807266981
252,000710.SZ,59.3,20200528,3.497,20190521,3.497,1.0
253,000711.SZ,6.88,20200528,9.759,20190521,9.759,1.0
254,000712.SZ,15.9,20200528,13.151,20190521,13.151,1.0
255,000713.SZ,17.4,20200528,4.448,20190521,4.448,1.0
256,000715.SZ,7.67,20200528,4.922,20190521,3.279,0.6661926046322634
257,000716.SZ,6.45,20200528,3.766,20190521,3.766,1.0
258,000717.SZ,4.97,20200528,4.673,20190521,4.493,0.9614808474213568
259,000718.SZ,3.73,20200528,8.043,20190521,7.417,0.9221683451448465
260,000719.SZ,8.22,20200528,4.328,20190521,4.328,1.0
261,000720.SZ,6.17,20200528,7.26,20190521,7.26,1.0
262,000721.SZ,6.02,20200528,4.69,20190521,4.69,1.0
263,000722.SZ,8.0,20200528,3.883,20190521,3.883,1.0
264,000723.SZ,17.07,20200528,6.703,20190521,6.703,1.0
265,000725.SZ,5.8,20200528,4.86,20190521,4.818,0.9913580246913579
266,000726.SZ,10.14,20200528,7.937,20190521,7.552,0.951493007433539
267,000727.SZ,2.51,20200528,5.635,20190521,5.635,1.0
268,000728.SZ,10.11,20200528,2.333,20190521,2.227,0.9545649378482639
269,000729.SZ,7.96,20200528,8.086,20190521,8.061,0.9969082364580757
270,000731.SZ,6.29,20200528,11.199,20190521,10.917,0.9748191802839539
271,000732.SZ,8.76,20200528,4.427,20190521,2.186,0.49378811836458103
272,000733.SZ,27.33,20200528,2.197,20190521,2.19,0.9968138370505234
273,000735.SZ,11.37,20200528,5.83,20190521,5.818,0.9979416809605488
274,000736.SZ,9.17,20200528,2.271,20190521,1.854,0.8163804491413476
275,000737.SZ,3.5,20200528,3.636,20190521,3.636,1.0
276,000738.SZ,15.86,20200528,1.793,20190521,1.788,0.9972113775794758
277,000739.SZ,20.1,20200528,12.279,20190521,12.169,0.9910416157667563
278,000750.SZ,5.11,20200528,12.577,20190521,11.422,0.9081656992923591
279,000751.SZ,3.99,20200528,3.371,20190521,3.371,1.0
280,000752.SZ,6.29,20200528,4.771,20190521,4.771,1.0
281,000753.SZ,3.73,20200528,10.74,20190521,10.645,0.9911545623836127
282,000755.SZ,5.25,20200528,2.567,20190521,2.567,1.0
283,000756.SZ,13.12,20200528,1.976,20190521,1.949,0.986336032388664
284,000757.SZ,5.59,20200528,4.024,20190521,4.024,1.0
285,000758.SZ,6.66,20200528,16.856,20190521,16.822,0.9979829140958708
286,000759.SZ,8.34,20200528,6.954,20190521,6.91,0.9936727063560541
287,000760.SZ,2.84,20200528,8.186,20190521,8.186,1.0
288,000761.SZ,4.51,20200528,1.919,20190521,1.897,0.9885356956748307
289,000762.SZ,8.88,20200528,5.38,20190521,5.38,1.0
290,000766.SZ,9.1,20200528,3.268,20190521,3.268,1.0
291,000767.SZ,3.01,20200528,10.762,20190521,10.762,1.0
292,000768.SZ,20.21,20200528,8.39,20190521,8.335,0.9934445768772349
293,000776.SZ,15.92,20200528,5.485,20190521,5.405,0.9854147675478577
294,000777.SZ,14.44,20200528,6.937,20190521,6.893,0.9936572005189562
295,000778.SZ,4.5,20200528,12.841,20190521,12.26,0.9547543026244062
296,000779.SZ,14.38,20200528,2.278,20190521,2.278,1.0
297,000780.SZ,3.76,20200528,4.901,20190521,4.632,0.9451132421954703
298,000782.SZ,4.77,20200528,3.387,20190521,3.368,0.994390315913788
299,000783.SZ,8.27,20200528,5.402,20190521,5.388,0.9974083672713809
300,000785.SZ,12.49,20200528,6.359,20190521,6.359,1.0
301,000786.SZ,30.68,20200528,10.578,20190521,10.314,0.9750425411230857
302,000788.SZ,8.51,20200528,3.754,20190521,3.743,0.9970697922216303
303,000789.SZ,10.97,20200528,5.845,20190521,4.044,0.6918733960650127
304,000790.SZ,6.15,20200528,12.227,20190521,12.227,1.0
305,000791.SZ,4.75,20200528,3.716,20190521,3.601,0.9690527448869752
306,000792.SZ,10.74,20200528,7.369,20190521,7.369,1.0
307,000793.SZ,4.08,20200528,12.769,20190521,12.769,1.0
308,000795.SZ,10.3,20200528,4.284,20190521,4.284,1.0
309,000796.SZ,10.78,20200528,4.026,20190521,4.026,1.0
310,000797.SZ,4.23,20200528,6.548,20190521,5.382,0.8219303604153939
311,000798.SZ,7.23,20200528,2.302,20190521,2.302,1.0
312,000799.SZ,44.91,20200528,2.021,20190521,2.008,0.9935675408213757
313,000800.SZ,11.84,20200528,2.386,20190521,2.378,0.9966471081307627
314,000801.SZ,6.54,20200528,14.458,20190521,14.411,0.9967492045926131
315,000802.SZ,12.23,20200528,3.328,20190521,3.309,0.9942908653846155
316,000803.SZ,19.59,20200528,3.005,20190521,3.005,1.0
317,000806.SZ,3.44,20200528,8.502,20190521,8.502,1.0
318,000807.SZ,5.59,20200528,6.803,20190521,6.803,1.0
319,000809.SZ,2.9,20200528,2.896,20190521,2.896,1.0
320,000810.SZ,16.5,20200528,5.279,20190521,5.233,0.9912862284523584
321,000811.SZ,9.55,20200528,15.153,20190521,15.068,0.9943905497261268
322,000812.SZ,5.33,20200528,7.363,20190521,7.363,1.0
323,000813.SZ,10.14,20200528,3.775,20190521,3.775,1.0
324,000815.SZ,16.18,20200528,3.446,20190521,3.446,1.0
325,000816.SZ,2.18,20200528,7.31,20190521,7.269,0.9943912448700412
326,000818.SZ,36.36,20200528,2.066,20190521,2.036,0.9854791868344628
327,000819.SZ,10.81,20200528,7.953,20190521,7.554,0.949830252734817
328,000820.SZ,4.23,20200528,1.925,20190521,1.925,1.0
329,000821.SZ,9.27,20200528,2.462,20190521,2.462,1.0
330,000822.SZ,5.35,20200528,2.405,20190521,2.26,0.9397089397089397
331,000823.SZ,17.12,20200528,2.841,20190521,2.811,0.9894403379091868
332,000825.SZ,4.23,20200528,7.276,20190521,6.896,0.9477735019241341
333,000826.SZ,13.46,20200528,8.322,20190521,8.299,0.9972362412881519
334,000828.SZ,9.32,20200528,3.539,20190521,3.435,0.970613167561458
335,000829.SZ,7.12,20200528,14.836,20190521,14.836,1.0
336,000830.SZ,12.28,20200528,6.799,20190521,6.129,0.9014560964847771
337,000831.SZ,19.47,20200528,3.987,20190521,3.987,1.0
338,000833.SZ,6.4,20200528,1.653,20190521,1.65,0.998185117967332
339,000835.SZ,6.16,20200528,7.462,20190521,7.462,1.0
340,000836.SZ,4.8,20200528,8.029,20190521,8.029,1.0
341,000837.SZ,5.34,20200528,4.035,20190521,4.035,1.0
342,000838.SZ,3.9,20200528,13.037,20190521,12.36,0.9480708752013499
343,000839.SZ,4.66,20200528,22.611,20190521,22.611,1.0
344,000848.SZ,8.38,20200528,25.369,20190521,22.391,0.882612637470929
345,000850.SZ,6.14,20200528,8.059,20190521,7.962,0.9879637672167764
346,000851.SZ,8.48,20200528,2.392,20190521,2.392,1.0
347,000852.SZ,7.5,20200528,5.479,20190521,4.212,0.7687534221573279
348,000856.SZ,13.7,20200528,1.878,20190521,1.878,1.0
349,000858.SZ,150.9,20200528,17.322,20190521,17.025,0.9828541738829234
350,000859.SZ,6.95,20200528,3.669,20190521,3.662,0.9980921231943308
351,000860.SZ,50.57,20200528,2.993,20190521,2.296,0.7671232876712328
352,000861.SZ,3.54,20200528,18.644,20190521,18.501,0.9923299721089897
353,000862.SZ,9.2,20200528,2.698,20190521,2.698,1.0
354,000863.SZ,6.18,20200528,5.589,20190521,5.589,1.0
355,000868.SZ,6.59,20200528,6.73,20190521,6.73,1.0
356,000869.SZ,33.06,20200528,4.554,20190521,4.47,0.981554677206851
357,000875.SZ,4.6,20200528,1.406,20190521,1.406,1.0
358,000876.SZ,35.49,20200528,18.069,20190521,18.04,0.9983950412308373
359,000877.SZ,13.37,20200528,6.471,20190521,6.248,0.9655385566373049
360,000878.SZ,14.1,20200528,2.792,20190521,2.792,1.0
361,000880.SZ,9.47,20200528,3.225,20190521,3.216,0.9972093023255815
362,000881.SZ,10.22,20200528,4.938,20190521,4.917,0.9957472660996355
363,000882.SZ,2.82,20200528,2.945,20190521,2.945,1.0
364,000883.SZ,4.39,20200528,5.247,20190521,5.114,0.974652182199352
365,000885.SZ,12.54,20200528,1.857,20190521,1.791,0.9644588045234248
366,000886.SZ,5.35,20200528,2.991,20190521,2.954,0.9876295553326647
367,000887.SZ,11.11,20200528,6.943,20190521,6.802,0.9796917758893849
368,000888.SZ,6.91,20200528,6.196,20190521,6.096,0.9838605551969013
369,000889.SZ,14.68,20200528,3.608,20190521,3.594,0.996119733924612
370,000890.SZ,7.79,20200528,3.602,20190521,3.602,1.0
371,000892.SZ,7.81,20200528,2.486,20190521,2.486,1.0
372,000893.SZ,8.69,20200528,2.035,20190521,2.035,1.0
373,000895.SZ,44.1,20200528,20.809,20190521,20.809,1.0
374,000897.SZ,2.75,20200528,5.945,20190521,5.945,1.0
375,000898.SZ,3.89,20200528,2.947,20190521,2.172,0.7370206990159485
376,000899.SZ,5.54,20200528,3.467,20190521,3.467,1.0
377,000900.SZ,4.85,20200528,12.424,20190521,12.037,0.9688506117192531
378,000901.SZ,12.37,20200528,5.906,20190521,5.418,0.9173721639011175
379,000902.SZ,11.58,20200528,3.499,20190521,3.433,0.9811374678479565
380,000903.SZ,6.57,20200528,11.816,20190521,11.648,0.985781990521327
381,000905.SZ,8.57,20200528,2.607,20190521,2.604,0.9988492520138089
382,000906.SZ,6.96,20200528,4.467,20190521,4.366,0.9773897470338034
383,000908.SZ,6.7,20200528,2.83,20190521,2.83,1.0
384,000909.SZ,11.32,20200528,2.124,20190521,2.124,1.0
385,000910.SZ,15.29,20200528,2.432,20190521,2.432,1.0
386,000911.SZ,8.4,20200528,1.889,20190521,1.889,1.0
387,000912.SZ,7.21,20200528,2.301,20190521,2.301,1.0
